Home Team,Away Team,Venue,Match Week,Date
GMDBB,7NT,Cornwall Street Squash Centre,15,2026-02-10
Sea Bear,Alpha CUHK,Cornwall Street Squash Centre,15,2026-02-10
i-Mask Advance Squash Club 5,ZOMA,Cornwall Street Squash Centre,15,2026-02-10
ZOMA,Sea Bear,Cornwall Street Squash Centre,16,2026-03-03
Alpha CUHK,GMDBB,Cornwall Street Squash Centre,16,2026-03-03
GMDBB,ZOMA,Cornwall Street Squash Centre,17,2026-03-10
The Zero Squash Club D11,Tuen Mun Squash Club,Cornwall Street Squash Centre,17,2026-03-10
Tuen Mun Squash Club,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,18,2026-03-17
Alpha CUHK,7NT,Cornwall Street Squash Centre,18,2026-03-17
7NT,ZOMA,Cornwall Street Squash Centre,19,2026-03-24
Sea Bear,Tuen Mun Squash Club,Cornwall Street Squash Centre,19,2026-03-24
i-Mask Advance Squash Club 5,The Zero Squash Club D11,Cornwall Street Squash Centre,19,2026-03-24
The Zero Squash Club D11,Sea Bear,Cornwall Street Squash Centre,20,2026-04-14
Tuen Mun Squash Club,GMDBB,Cornwall Street Squash Centre,20,2026-04-14
Electrify Squash Div 11,South China Athletic Association,HK Squash Centre,20,2026-04-14
ZOMA,Alpha CUHK,Cornwall Street Squash Centre,20,2026-04-14
GMDBB,The Zero Squash Club D11,Cornwall Street Squash Centre,21,2026-04-21
Sea Bear,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,21,2026-04-21
i-Mask Advance Squash Club 5,GMDBB,Cornwall Street Squash Centre,22,2026-04-28
Tuen Mun Squash Club,7NT,Cornwall Street Squash Centre,22,2026-04-28
