Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Dynamos Squash,4,4,0,23,19,1
Fusion Squash Club 1,4,4,0,18,14,6
X-Alpha 4,4,3,1,14,11,9
MERCURY,4,2,2,11,9,11
Vitality Squash 2,4,1,3,11,10,10
NEXUS 3,4,1,3,10,9,11
Happy Squash 3,4,1,3,7,6,14
LONGVIEW,4,0,4,2,2,18
