Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Winter Warriors,7,5,2,30,25,10,4,0,0,0
North District Sports Association 1,7,6,1,29,23,12,0,2,0,0
South China Athletic Association,7,5,2,29,24,11,0,3,0,0
Hong Kong Football Club 12A,7,6,1,28,22,13,0,1,0,0
Alpha CUHK,7,5,2,28,23,12,0,2,0,0
Sea Bear,7,3,4,23,20,15,0,0,0,0
Star River 2,6,4,2,18,14,16,0,6,0,0
ZOMA,6,2,4,16,14,16,0,3,0,0
Hong Kong Racketlon Assoication 2,7,2,5,16,14,21,3,1,0,1
Hong Kong Football Club 12B,6,1,5,9,8,22,0,3,0,0
CSD Squash Team,6,1,5,8,8,22,11,0,1,0
Latecomers,7,0,7,5,5,30,3,0,0,0
