Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club L2,7,7,0,27,20,8,0,0,0,1
Hong Kong Football Club L2B,7,6,1,25,19,9,0,1,0,0
JESSICA L2,7,3,4,22,19,9,0,0,0,0
Hong Kong Football Club L2A,7,1,6,14,13,15,0,0,0,0
Hong Kong Cricket Club L2,7,3,4,11,8,20,0,0,0,0
Hong Kong Football Club L2C,7,1,6,5,5,23,1,0,1,0
