Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
Hong Kong Football Club 5A,18,12.662732546509302,5.337267453490698,67.12882576515304,95.91918383676736,56.891378275655136,22.844568913782755,10.982196439287858,5.201040208041608,2.2804560912182437,1.0602120424084818,0.5001000200040008,0.18003600720144028,0.060012002400480095,0.0
Physical Chess 1,18,12.169833966793359,5.830166033206641,63.32606521304261,87.49749949989997,25.925185037007402,32.506501300260055,18.60372074414883,10.462092418483698,6.361272254450891,3.8207641528305665,1.240248049609922,0.8401680336067214,0.24004800960192038,0.0
Hong Kong Racketlon Association 1,18,10.525305061012203,7.474694938987797,58.93418683736747,64.17283456691338,8.601720344068815,17.743548709741948,20.404080816163233,17.423484696939386,14.242848569713942,10.362072414482897,6.361272254450891,3.3006601320264055,1.4602920584116823,0.10002000400080016
Happy Squash 2,18,9.215643128625725,8.784356871374275,55.7625525105021,41.868373674734954,3.1806361272254455,7.861572314462893,13.862772554510903,16.96339267853571,16.683336667333467,15.583116623324663,12.70254050810162,8.621724344868973,4.220844168833767,0.3200640128025605
X-Alpha 2,18,9.418683736747349,8.581316263252651,55.530306061212244,39.667933586717346,2.360472094418884,8.201640328065613,13.382676535307061,15.723144628925786,17.20344068813763,16.623324664932987,12.02240448089618,9.381876375275056,4.740948189637927,0.36007201440288056
Uncle,18,9.136827365473096,8.863172634526904,55.51810362072415,40.02800560112023,2.360472094418884,7.021404280856171,13.302660532106422,17.343468693738746,17.443488697739546,15.543108621724343,12.922584516903383,8.581716343268655,5.061012202440488,0.4200840168033607
The Squash Club 1,18,7.789357871574315,10.210642128425686,51.21964392878576,16.20324064812963,0.5001000200040008,2.2604520904180836,4.640928185637128,8.801760352070415,11.662332466493298,14.622924584916982,19.143828765753153,19.74394878975795,16.863372674534908,1.7603520704140827
Hong Kong Football Club 5B,18,7.399879975995199,10.600120024004802,48.87777555511102,8.321664332866574,0.12002400480096019,0.8401680336067214,2.560512102420484,4.800960192038407,7.861572314462893,12.38247649529906,17.383476695339066,23.384676935387077,26.865373074614922,3.800760152030406
Squashathon,18,7.426885377075415,10.573114622924585,47.90198039607922,6.32126425285057,0.060012002400480095,0.7201440288057611,2.2604520904180836,3.280656131226245,6.2012402480496105,9.821964392878575,17.043408681736345,23.564712942588518,31.286257251450287,5.761152230446089
i-Mask Advance Squash Club 1,18,4.254850970194039,13.745149029805962,34.8005601120224,0.0,0.0,0.0,0.0,0.0,0.060012002400480095,0.18003600720144028,0.6801360272054411,2.4004800960192036,9.201840368073615,87.47749549909982
