Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club L2,14,13,1,57,44,12,0,0,0,2
Hong Kong Football Club L2B,14,12,2,51,39,17,0,1,0,0
JESSICA L2,14,8,6,47,39,17,2,1,0,0
Hong Kong Football Club L2A,14,3,11,26,23,33,1,1,0,0
Hong Kong Cricket Club L2,14,3,11,15,12,44,0,1,0,0
Hong Kong Football Club L2C,14,3,11,12,11,45,1,0,2,0
