Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1B,11,9,2,35,26,7,0,0,0,0
Hong Kong Football Club M1A,11,8,3,29,21,12,2,0,0,0
Hong Kong Cricket Club M1B,11,6,5,23,17,16,0,0,0,0
Hong Kong Cricket Club M1A,12,3,9,15,12,24,0,2,0,0
Ladies Recreation Club M1,11,2,9,10,8,25,0,0,0,0
