Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 6B,66.66666666666666,83.33333333333334,100.0,100.0,80.0,86.0,28
Hong Kong Football Club 6A,66.66666666666666,60.0,40.0,80.0,100.0,69.33333333333333,25
Uncles,62.5,75.0,50.0,50.0,75.0,62.5,40
Kowloon Cricket Club 6A,100.0,37.5,50.0,25.0,100.0,62.5,39
Electrify Squash Div 6,20.0,50.0,50.0,60.0,80.0,52.0,27
Hong Kong Football Club 6B,33.33333333333333,50.0,66.66666666666666,60.0,40.0,50.0,28
Hong Kong Football Club 6C,80.0,40.0,40.0,20.0,50.0,46.0,24
Ladies Recreation Club Div 6,37.5,62.5,28.57142857142857,42.857142857142854,50.0,44.285714285714285,36
Fusion Squash Club 1,50.0,33.33333333333333,60.0,75.0,0.0,43.666666666666664,23
Global Squash 1,16.666666666666664,66.66666666666666,83.33333333333334,16.666666666666664,33.33333333333333,43.33333333333333,30
Hong Kong Cricket Club D6,25.0,14.285714285714285,14.285714285714285,66.66666666666666,50.0,34.04761904761905,34
X-Alpha 3,55.55555555555556,22.22222222222222,11.11111111111111,22.22222222222222,22.22222222222222,26.666666666666668,45
