Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
SKCSC M4,100.0,100.0,87.5,87.5,87.5,92.5,40
United Services Recreation Club M4,62.5,62.5,50.0,87.5,100.0,72.5,40
WAKO,57.14285714285714,57.14285714285714,71.42857142857143,85.71428571428571,83.33333333333334,70.95238095238096,34
Hong Kong Football Club M4A,57.14285714285714,85.71428571428571,71.42857142857143,57.14285714285714,57.14285714285714,65.71428571428571,35
Hong Kong Football Club M4B,50.0,83.33333333333334,66.66666666666666,60.0,60.0,64.0,28
Kowloon Cricket Club M4,28.57142857142857,71.42857142857143,71.42857142857143,71.42857142857143,57.14285714285714,60.0,35
Bolton,100.0,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,53.33333333333333,15
Hong Kong Cricket Club M4,50.0,37.5,62.5,50.0,50.0,50.0,40
Hong Kong Club Blue,12.5,12.5,37.5,50.0,50.0,32.5,40
Royal Hong Kong Yacht Club M4,22.22222222222222,33.33333333333333,22.22222222222222,11.11111111111111,33.33333333333333,24.444444444444443,45
