Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
JESSICA L3,60.0,80.0,80.0,73.33333333333333,30
i-Mask Advance Squash Club L3,70.0,44.44444444444444,55.55555555555556,56.666666666666664,28
Hong Kong Football Club L3B,66.66666666666666,33.33333333333333,66.66666666666666,55.55555555555554,18
Hong Kong Cricket Club Rockettes,40.0,40.0,77.77777777777779,52.59259259259259,29
Hong Kong Football Club L3A,33.33333333333333,0.0,60.0,31.11111111111111,17
Hong Kong Football Club L3C,66.66666666666666,0.0,20.0,28.888888888888886,17
