Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
JESSICA Smashin' Mochi,49.99999999999999,49.99999999999999,66.66666666666666,55.55555555555555
i-Mask Advance Squash Club L4,20.0,60.0,0.0,26.66666666666667
Hong Kong Football Club L4,35.0,15.0,-25.0,8.333333333333336
Electrify Squash Ladies,5.0,25.0,-16.66666666666667,4.444444444444443
Hong Kong Cricket Club L4,2.3809523809523654,0.0,-11.42857142857143,-3.0158730158730123
JESSICA L4,-25.0,-25.0,0.0,-16.66666666666667
Hong Kong Football Club JSA,-6.666666666666657,-60.0,8.333333333333343,-19.444444444444436
