Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Squashathon PLZ,80.0,0.0,-10.0,25.0,25.0,24.0
TNG 2,50.0,0.0,0.0,-33.33333333333333,100.0,23.33333333333333
Physical Chess 4,33.33333333333333,-33.33333333333333,-50.0,50.0,50.0,10.0
TNG 1,0.0,-100.0,66.66666666666667,33.33333333333334,33.33333333333334,6.666666666666671
Royal Hong Kong Yacht Club Div 13,-16.666666666666657,0.0,-9.523809523809518,38.0952380952381,16.666666666666686,5.714285714285737
Arctic Circle,0.0,-25.0,16.66666666666667,16.66666666666667,8.333333333333343,3.33333333333335
Star River 3,60.0,20.0,-80.0,0.0,0.0,0.0
North District Sports Association 2,-5.0,-10.0,-30.0,5.0,16.666666666666657,-4.666666666666671
Bravo D13,0.0,-10.0,-50.0,0.0,33.33333333333333,-5.333333333333336
M&M Squash,-16.66666666666667,-25.0,-8.333333333333336,0.0,8.333333333333329,-8.333333333333336
Vitality Squash 3,-3.3333333333333357,-3.3333333333333357,-20.0,-46.66666666666667,0.0,-14.666666666666671
Greenfield,-66.66666666666666,-33.33333333333334,-13.333333333333343,-8.333333333333343,0.0,-24.33333333333332
