Team,Played,Won,Lost,Points
Kowloon Cricket Club M3,12,11,1,56
Hong Kong Football Club M3A,12,8,4,52
Hong Kong Cricket Club M3,12,7,5,44
Hong Kong Football Club M3B,12,8,4,42
Royal Hong Kong Yacht Club M3,12,5,7,34
Titlows Squash Master,12,2,10,15
OSF,12,1,11,9
