Team,Played,Won,Lost,Points
Hong Kong Football Club M2A,11,9,2,46
Hong Kong Cricket Club M2,12,7,5,46
Hong Kong Football Club M2B,11,6,5,32
Ladies Recreation Club M2,11,5,6,32
United Services Recreation Club M2,11,1,10,12
