Team,Played,Won,Lost,Points
JESSICA L3,10,8,2,37
Hong Kong Football Club L3B,11,6,5,30
Hong Kong Cricket Club L3,11,6,5,28
Hong Kong Football Club L3A,11,3,8,21
Hong Kong Football Club L3C,11,4,7,19
