Team,Played,Won,Lost,Points
JESSICA L4,13,11,2,53
JESSICA Mochis,12,9,3,39
Hong Kong Football Club JSA,12,8,4,37
The Squash Club L4,12,7,5,34
Kwai Tsing District Squash Club L4,12,4,8,27
Squashathon Ladies,12,5,7,23
Hong Kong Cricket Club L4,12,5,7,22
Hong Kong Cricket Club Rockettes,13,4,9,20
Hong Kong Football Club L4,12,2,10,19
