Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 7,13,8,5,47
i-Mask Advance Squash Club 6,13,9,4,46
Smart Squash 2,12,8,4,44
Vitality Squash 2,12,5,7,35
Bravo D13,11,5,6,34
JSA 1,12,6,6,33
HKIS Div 13,12,5,7,31
NEXUS 3,12,5,7,26
Smart Squash 3,11,3,8,24
