Team,Played,Won,Lost,Points
SKCSC M4,14,11,3,62
WAKO,14,11,3,58
Hong Kong Football Club M4A,14,10,4,55
Kowloon Cricket Club M4,14,8,6,47
Hong Kong Football Club M4B,14,8,6,46
Hong Kong Cricket Club M4,14,8,6,44
United Services Recreation Club M4,14,5,9,43
Bolton,14,3,11,24
Hong Kong Club Blue,14,3,11,23
Royal Hong Kong Yacht Club M4,14,3,11,18
