Team,Played,Won,Lost,Points
X-Alpha 4,14,12,2,66
Smart Squash 1,13,9,4,51
Happy Squash 3,13,8,5,45
TNG 1,13,7,6,39
Vitality Squash 1,14,4,10,28
Fusion Squash Club 2,13,0,13,8
