Team,Played,Won,Lost,Points
Kowloon Cricket Club 2,12,11,1,62
Hong Kong Football Club 2A,11,9,2,42
Hong Kong Football Club 2B,11,4,7,28
Hong Kong Cricket Club D2,11,3,8,21
Young Player 2,11,1,10,14
