Team,Played,Won,Lost,Points
The Squash Club 3,13,12,1,67
Craigengower Cricket Club,12,9,3,49
North District Sports Association 1,13,8,5,48
X-Alpha 5,13,8,5,42
Arctic Circle,12,8,4,39
MM Squash,12,5,7,32
Star River 2,12,3,9,24
Squashathon SocGen,13,2,11,19
Greenfield,12,1,11,15
