Team,Played,Won,Lost,Points
Hong Kong Football Club L2B,14,13,1,60
Kowloon Cricket Club L2B,14,12,2,55
Hong Kong Football Club L2A,14,7,7,38
Hong Kong Cricket Club L2,14,5,9,33
Kowloon Cricket Club L2A,14,5,9,25
JESSICA L2 [withdrawal],14,0,14,0
