Team,Played,Won,Lost,Points
Hong Kong Cricket Club D15,14,14,0,71
Squash Busters,14,11,3,54
Royal Hong Kong Yacht Club Div 15,14,9,5,48
Squashathon X,14,8,6,47
United Services Recreation Club 4,14,5,9,40
Sha Tin 6,14,6,8,37
North District Sports Association 3,14,3,11,29
HKIS Div 15,14,0,14,3
