Team,Played,Won,Lost,Points
Sha Tin 3,12,10,2,53
i-Mask Advance Squash Club 2,12,10,2,52
Squashathon Zero,12,8,4,47
Physical Chess 3,12,7,5,41
TOMCAT,12,4,8,29
Kinetic 2,12,3,9,26
LONGVIEW,12,0,12,3
