Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Hong Kong Cricket Club D7B,Hong Kong Cricket Club,2.4,1.25,1.15
Physical Chess 2,Cornwall Street Squash Centre,4.333333333333333,3.5,0.833333333333333
UST,Cornwall Street Squash Centre,3.25,2.5,0.75
Xavier,Cornwall Street Squash Centre,2.25,2.0,0.25
Hong Kong Cricket Club D7A,Hong Kong Cricket Club,2.25,2.25,0.0
i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,3.0,3.25,-0.25
Thunder 1,Cornwall Street Squash Centre,2.0,2.3333333333333335,-0.3333333333333335
Social Squash Team,HK Squash Centre,1.4,1.8,-0.40000000000000013
Hong Kong Football Club 7A,Hong Kong Football Club,2.8,3.25,-0.4500000000000002
Kinetic 1,HK Squash Centre,1.0,1.5,-0.5
Hong Kong Football Club 7B,Hong Kong Football Club,3.25,4.2,-0.9500000000000002
