Team Name,Home,Average Home Score,Average Away Score,home_away_diff
YLJR,Cornwall Street Squash Centre,5.0,3.0,2.0
TNGX,Cornwall Street Squash Centre,4.25,2.3333333333333335,1.9166666666666665
Hong Kong Cricket Club D4A,Hong Kong Cricket Club,2.6,0.75,1.85
Hong Kong Cricket Club D4B,Hong Kong Cricket Club,1.4,0.4,0.9999999999999999
The Squash Club 1,Cornwall Street Squash Centre,2.0,1.3333333333333333,0.6666666666666667
Hong Kong Football Club 4A,Hong Kong Football Club,2.8,2.4,0.3999999999999999
Hong Kong Football Club 4B,Hong Kong Football Club,2.0,2.4,-0.3999999999999999
Kowloon Cricket Club 4,Kowloon Cricket Club,3.2,3.6666666666666665,-0.46666666666666634
Sha Tin 1,Cornwall Street Squash Centre,2.3333333333333335,3.0,-0.6666666666666665
X-Alpha 2,Cornwall Street Squash Centre,3.0,4.0,-1.0
