Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club L1,100.0,100.0,100.0,100.0,3
JESSICA L1,66.66666666666666,100.0,50.0,72.22222222222221,8
Hong Kong Cricket Club L1,0.0,0.0,0.0,0.0,3
