Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Football Club 12A,0.0,16.666666666666657,0.0,30.0,100.0,29.33333333333333
North District Sports Association 1,-33.33333333333333,0.0,66.66666666666667,0.0,100.0,26.66666666666667
Hong Kong Football Club 12B,33.33333333333333,-6.666666666666671,66.66666666666666,-16.66666666666667,41.66666666666666,23.666666666666657
CSD Squash Team,0.0,-33.33333333333333,50.0,100.0,0.0,23.333333333333336
Hong Kong Racketlon Assoication 2,0.0,-33.33333333333333,50.0,0.0,66.66666666666666,16.666666666666664
Alpha CUHK,-50.0,25.0,0.0,25.0,66.66666666666667,13.333333333333343
Sea Bear,16.66666666666667,66.66666666666667,-50.0,33.33333333333334,-16.666666666666657,10.0
South China Athletic Association,-33.33333333333334,33.33333333333333,0.0,0.0,33.33333333333333,6.666666666666671
Star River 2,-25.0,25.0,0.0,66.66666666666667,-33.33333333333333,6.666666666666668
ZOMA,10.0,30.0,-40.0,-60.0,50.0,-2.0
Latecomers,-33.33333333333334,0.0,0.0,0.0,0.0,-6.666666666666668
