Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
United Services Recreation Club 2,16.666666666666686,50.000000000000014,50.000000000000014,16.666666666666686,0.0,26.66666666666667
Kowloon Cricket Club 6A,50.0,-8.333333333333343,16.666666666666657,50.0,8.333333333333329,23.33333333333333
Friend Club 3,49.99999999999999,16.666666666666664,33.33333333333333,-16.66666666666667,-16.66666666666667,13.333333333333321
Hong Kong Cricket Club 4,30.0,-15.0,-10.0,15.0,40.0,12.0
Global Squash 1,20.0,-26.666666666666657,-13.333333333333329,40.0,33.33333333333334,10.666666666666671
Kowloon Cricket Club 6B,0.0,0.0,0.0,41.66666666666667,8.333333333333343,10.0
Hong Kong Football Club 6B,8.333333333333343,-8.333333333333329,-8.333333333333329,41.66666666666667,-33.33333333333333,1.4210854715202004e-14
Social Squash Team,-6.666666666666671,-6.666666666666671,-20.0,0.0,0.0,-6.666666666666668
Hong Kong Football Club 6C,-10.0,-60.0,10.0,-10.0,10.0,-12.0
Hong Kong Football Club 6A,-50.0,-60.0,-40.0,-10.0,10.0,-30.0
