Team,Played,Won,Lost,Points
Happy Squash 5,1,1,0,6
Squashathon Junior,1,1,0,5
TKO Junior 2,1,1,0,4
RC,1,1,0,4
Electrify Squash Div 15,1,0,1,2
NEXUS 4,1,0,1,2
Dream Catchers,1,0,1,1
Vitality Squash 3,1,0,1,0
