Team,Played,Won,Lost,Points
Hong Kong Cricket Club Rockettes,1,1,0,5
Hong Kong Football Club JSA,1,1,0,4
JESSICA L4,1,1,0,4
The Squash Club L4,1,1,0,4
Hong Kong Football Club L4,1,0,1,1
JESSICA Mochis,1,0,1,1
Kwai Tsing District Squash Club L4,1,0,1,1
Hong Kong Cricket Club L4,1,0,1,0
Squashathon Ladies,0,0,0,0
