Team,Played,Won,Lost,Points
Hong Kong Football Club 1A,1,1,0,4
Kowloon Cricket Club 1A,1,1,0,4
Hong Kong Cricket Club D1,1,1,0,3
FWD,1,0,1,1
Hong Kong Football Club 1B,1,0,1,0
Kowloon Cricket Club 1B,1,0,1,0
