Team,Played,Won,Lost,Points
Hong Kong Cricket Club L3,1,1,0,4
Hong Kong Football Club L3C,1,0,1,1
Hong Kong Football Club L3A,0,0,0,0
Hong Kong Football Club L3B,0,0,0,0
JESSICA L3,0,0,0,0
