Team,Played,Won,Lost,Points
Hong Kong Cricket Club D7B,1,1,0,4
Hong Kong Football Club 7A,1,1,0,4
Social Squash Team,1,1,0,4
Thunder 1,1,1,0,4
Hong Kong Cricket Club D7A,1,0,1,2
i-Mask Advance Squash Club 1,1,0,1,2
Hong Kong Football Club 7B,1,0,1,2
Xavier,1,0,1,2
Kinetic 1,0,0,0,0
Physical Chess 2,0,0,0,0
UST,0,0,0,0
