Team,Played,Won,Lost,Points
Hong Kong Cricket Club M3,1,1,0,6
Kowloon Cricket Club M3,1,1,0,5
OSF,1,0,1,1
Titlows Squash Master,1,0,1,0
Hong Kong Football Club M3A,0,0,0,0
Hong Kong Football Club M3B,0,0,0,0
Royal Hong Kong Yacht Club M3,0,0,0,0
