Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 6,1,1,0,6
HKIS Div 13,1,1,0,5
Smart Squash 2,1,1,0,5
i-Mask Advance Squash Club 7,1,1,0,4
JSA 1,1,0,1,2
Smart Squash 3,1,0,1,1
Bravo D13,1,0,1,1
NEXUS 3,1,0,1,0
Vitality Squash 2,0,0,0,0
