Team,Played,Won,Lost,Points
Kowloon Cricket Club 2,1,1,0,5
Hong Kong Football Club 2A,1,1,0,4
Hong Kong Football Club 2B,1,0,1,2
Hong Kong Cricket Club D2,1,0,1,1
Young Player 2,0,0,0,0
