Team,Played,Won,Lost,Points
North District Sports Association 1,1,1,0,6
The Squash Club 3,1,1,0,5
Star River 2,1,1,0,4
MM Squash,1,1,0,4
X-Alpha 5,1,0,1,2
Squashathon SocGen,1,0,1,2
Craigengower Cricket Club,1,0,1,1
Arctic Circle,0,0,0,0
Greenfield,1,0,1,0
