Team,Played,Won,Lost,Points
Hong Kong Cricket Club M1A,1,1,0,4
Hong Kong Football Club M1A,1,1,0,4
Hong Kong Football Club M1B,1,0,1,0
Hong Kong Cricket Club M1B,1,0,1,0
Squashathon M+,0,0,0,0
