Home Team,Away Team,Venue,Match Week,Date
Happy Squash 4,Yuen Long District Sports Association Limited,Yeung Uk Road Sports Centre,6,2025-11-07
Fusion Squash Club 3,Electrify Squash Div 13,HK Squash Centre,7,2025-11-14
Happy Squash 4,Squashathon One,Yeung Uk Road Sports Centre,8,2025-11-21
Yuen Long District Sports Association Limited,Electrify Squash Div 13,Tai Kiu Market Squash Courts,10,2025-12-12
TNG 2,Squashathon One,Cornwall Street Squash Centre,10,2025-12-12
Yuen Long District Sports Association Limited,Kinetic 4,Tai Kiu Market Squash Courts,11,2025-12-19
Yuen Long District Sports Association Limited,Squashathon One,Tai Kiu Market Squash Courts,14,2026-01-23
Yuen Long District Sports Association Limited,Happy Squash 4,Tai Kiu Market Squash Courts,15,2026-01-30
Squashathon One,Hong Kong Football Club 13,HK Squash Centre,15,2026-01-30
Electrify Squash Div 13,Fusion Squash Club 3,HK Squash Centre,16,2026-02-06
Yuen Long District Sports Association Limited,Fusion Squash Club 3,Tai Kiu Market Squash Courts,18,2026-03-06
