Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Friend Club 9,Spirit 4,Kwun Chung (KCSC),1,08/10/2016,2-3,"['2-3', '2-3', '3-0', '3-0', '0-3']",2,3,10,9
Head Shatin 7,Global 3,Cornwall Street (CSPSC),1,08/10/2016,3-2,"['3-0', '3-2', '1-3', '3-0', '0-3']",3,2,10,8
KYS 2,MoveOnLoL,Java Road (JRSC),1,08/10/2016,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Spirit 4,MoveOnLoL,HK Squash Centre (HKSC),2,15/10/2016,4-1,"['3-0', '0-3', '3-1', '3-0', '3-0']",4,1,12,4
Hong Kong Cricket Club 8,Head Shatin 7,Hong Kong Cricket Club (HKCC),2,15/10/2016,1-4,"['0-3', '3-0', '0-3', '0-3', '0-3']",1,4,3,12
Global 3,Friend Club 9,HK Squash Centre (HKSC),2,15/10/2016,4-1,"['3-1', '3-1', '2-3', '3-0', '3-2']",4,1,14,7
Friend Club 9,Hong Kong Cricket Club 8,Kwun Chung (KCSC),3,22/10/2016,4-1,"['3-0', '3-1', '3-0', '3-2', '1-3']",4,1,13,6
KYS 2,Spirit 4,Java Road (JRSC),3,22/10/2016,2-3,"['0-3', '0-3', '0-3', '3-0', '3-0']",2,3,6,9
MoveOnLoL,Global 3,HK Squash Centre (HKSC),3,22/10/2016,3-2,"['0-3', '3-0', '3-1', '3-0', '0-3']",3,2,9,7
Global 3,KYS 2,HK Squash Centre (HKSC),4,29/10/2016,1-4,"['3-0', '0-3', '1-3', '0-3', '0-3']",1,4,4,12
Hong Kong Cricket Club 8,MoveOnLoL,Hong Kong Cricket Club (HKCC),4,29/10/2016,3-2,"['2-3', '3-1', '0-3', '3-0', '3-1']",3,2,11,8
Head Shatin 7,Friend Club 9,Cornwall Street (CSPSC),4,29/10/2016,2-3,"['3-2', '0-3', '0-3', '0-3', '3-0']",2,3,6,11
Spirit 4,Global 3,HK Squash Centre (HKSC),5,26/11/2016,3-2,"['1-3', '3-0', '3-2', '3-0', 'WO']",3,2,13,5
Head Shatin 7,MoveOnLoL,Cornwall Street (CSPSC),5,26/11/2016,4-1,"['0-3', '3-2', '3-0', '3-0', '3-0']",4,1,12,5
KYS 2,Hong Kong Cricket Club 8,Java Road (JRSC),5,26/11/2016,2-3,"['2-3', '3-0', '1-3', '3-1', '2-3']",2,3,11,10
Hong Kong Cricket Club 8,Spirit 4,Hong Kong Cricket Club (HKCC),6,03/12/2016,2-3,"['1-3', '0-3', '3-2', '3-2', '1-3']",2,3,8,13
Friend Club 9,MoveOnLoL,Kwun Chung (KCSC),6,03/12/2016,2-3,"['1-3', '3-0', '1-3', '0-3', '3-0']",2,3,8,9
Head Shatin 7,KYS 2,Cornwall Street (CSPSC),6,03/12/2016,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Spirit 4,Head Shatin 7,HK Squash Centre (HKSC),7,10/12/2016,3-2,"['3-0', '3-0', '0-3', '1-3', '3-0']",3,2,10,6
KYS 2,Friend Club 9,Java Road (JRSC),7,10/12/2016,3-2,"['0-3', '3-1', '1-3', '3-0', '3-0']",3,2,10,7
Global 3,Hong Kong Cricket Club 8,HK Squash Centre (HKSC),7,10/12/2016,2-3,"['3-1', '3-0', '2-3', '0-3', '1-3']",2,3,9,10
KYS 2,MoveOnLoL,Java Road (JRSC),8,17/12/2016,1-4,"['0-3', '0-3', '1-3', '3-0', '0-3']",1,4,4,12
Head Shatin 7,Global 3,Cornwall Street (CSPSC),8,17/12/2016,4-1,"['2-3', '3-0', '3-0', '3-0', '3-0']",4,1,14,3
Spirit 4,Friend Club 9,HK Squash Centre (HKSC),8,17/12/2016,3-2,"['3-2', '0-3', '3-1', '0-3', '3-0']",3,2,9,9
Head Shatin 7,Hong Kong Cricket Club 8,Cornwall Street (CSPSC),9,07/01/2017,4-1,"['3-0', '3-1', '0-3', '3-2', '3-0']",4,1,12,6
Friend Club 9,Global 3,Kwun Chung (KCSC),9,07/01/2017,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
MoveOnLoL,Spirit 4,HK Squash Centre (HKSC),9,07/01/2017,3-2,"['2-3', '3-2', '3-1', '0-3', 'WO']",3,2,11,9
