Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Cricket Club L3,Perrier Ladies,Hong Kong Cricket Club (HKCC),1,07/10/2016,2-3,"['0-3', '0-3', '3-2', '3-1', '0-3']",2,3,6,12
Hong Kong Football Club L3B,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),1,07/10/2016,3-2,"['3-1', '3-2', '3-2', '2-3', '1-3']",3,2,12,11
Hong Kong Football Club L3B,Hong Kong Cricket Club L3,Hong Kong Football Club (HKFC),2,14/10/2016,1-4,"['3-0', '0-3', '0-3', '0-3', '2-3']",1,4,5,12
Perrier Ladies,Hong Kong Football Club L3A,HK Squash Centre (HKSC),2,14/10/2016,3-2,"['3-0', '3-0', '3-2', 'WO', 'WO']",3,2,15,2
Perrier Ladies,Hong Kong Cricket Club L3,HK Squash Centre (HKSC),3,28/10/2016,0-5,"['1-3', 'WO', 'WO', 'WO', 'WO']",0,5,1,15
Hong Kong Football Club L3A,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),3,28/10/2016,3-2,"['0-3', '0-3', '3-0', '3-0', '3-0']",3,2,9,6
Hong Kong Football Club L3A,Perrier Ladies,Hong Kong Football Club (HKFC),4,04/11/2016,2-3,"['1-3', '0-3', '1-3', '3-1', '3-0']",2,3,8,10
Hong Kong Cricket Club L3,Hong Kong Football Club L3B,Hong Kong Cricket Club (HKCC),4,04/11/2016,4-1,"['3-0', '1-3', '3-0', '3-0', '3-0']",4,1,13,3
Hong Kong Cricket Club L3,Hong Kong Football Club L3A,Hong Kong Cricket Club (HKCC),5,11/11/2016,4-1,"['3-1', '0-3', '3-0', '3-2', '3-0']",4,1,12,6
Hong Kong Football Club L3B,Perrier Ladies,Hong Kong Football Club (HKFC),5,11/11/2016,2-3,"['3-1', '0-3', '0-3', '0-3', 'WO']",2,3,3,13
Hong Kong Football Club L3B,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),6,18/11/2016,3-2,"['3-0', '3-2', '3-1', '0-3', '1-3']",3,2,10,9
Hong Kong Cricket Club L3,Perrier Ladies,Hong Kong Cricket Club (HKCC),6,18/11/2016,3-2,"['3-0', '1-3', '3-1', '3-1', '0-3']",3,2,10,8
Hong Kong Football Club L3B,Hong Kong Cricket Club L3,Hong Kong Football Club (HKFC),7,25/11/2016,2-3,"['3-0', '0-3', '2-3', '0-3', '3-0']",2,3,8,9
Perrier Ladies,Hong Kong Football Club L3A,HK Squash Centre (HKSC),7,25/11/2016,1-4,"['3-1', 'WO', '0-3', '0-3', '0-3']",1,4,3,13
Perrier Ladies,Hong Kong Football Club L3B,HK Squash Centre (HKSC),8,02/12/2016,3-2,"['0-3', '3-0', '3-0', '3-0', 'WO']",3,2,12,3
Hong Kong Football Club L3A,Hong Kong Cricket Club L3,Hong Kong Football Club (HKFC),8,02/12/2016,2-3,"['3-0', '1-3', '2-3', '0-3', '3-0']",2,3,9,9
Perrier Ladies,Hong Kong Cricket Club L3,HK Squash Centre (HKSC),9,09/12/2016,4-1,"['3-0', '3-0', '3-0', '0-3', '3-0']",4,1,12,3
Hong Kong Football Club L3A,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),9,09/12/2016,3-2,"['0-3', '3-0', '0-3', '3-2', '3-1']",3,2,9,9
Hong Kong Football Club L3A,Perrier Ladies,Hong Kong Football Club (HKFC),10,06/01/2017,4-1,"['0-3', '3-2', '3-0', 'WO', 'WO']",4,1,12,5
Hong Kong Cricket Club L3,Hong Kong Football Club L3B,Hong Kong Cricket Club (HKCC),10,06/01/2017,3-2,"['0-3', '3-0', '3-0', '3-0', 'WO']",3,2,12,3
Hong Kong Football Club L3B,Perrier Ladies,Hong Kong Football Club (HKFC),11,13/01/2017,0-5,"['2-3', '0-3', '0-3', '1-3', '0-3']",0,5,3,15
Hong Kong Cricket Club L3,Hong Kong Football Club L3A,Hong Kong Cricket Club (HKCC),11,13/01/2017,4-1,"['3-0', '0-3', '3-0', '3-0', '3-1']",4,1,12,4
Hong Kong Football Club L3A,Hong Kong Cricket Club L3,Hong Kong Football Club (HKFC),12,20/01/2017,3-2,"['3-1', '3-0', '0-3', '0-3', '3-1']",3,2,9,8
Perrier Ladies,Hong Kong Football Club L3B,HK Squash Centre (HKSC),12,20/01/2017,4-1,"['1-3', '3-0', '3-2', '3-0', '3-0']",4,1,13,5
