Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
The New Generation,Head Shatin 1,Cornwall Street (CSPSC),1,03/10/2016,3-2,"['0-3', '3-0', '3-1', '3-1', '0-3']",3,2,9,8
Hong Kong Fire Services 1,HKU 1,Cornwall Street (CSPSC),1,03/10/2016,2-3,"['3-0', '0-3', '2-3', '3-1', '2-3']",2,3,10,10
i-MASK Advance Squash Club 1,Titlows,Cornwall Street (CSPSC),1,03/10/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Hong Kong Football Club 4,Sovereign Group LRC 4,Hong Kong Football Club (HKFC),1,03/10/2016,5-0,"['3-0', '3-2', '3-1', '3-0', '3-0']",5,0,15,3
Head Shatin 1,Hong Kong Football Club 4,Cornwall Street (CSPSC),2,17/10/2016,0-5,"['2-3', '1-3', '0-3', '2-3', '1-3']",0,5,6,15
HKU 1,The New Generation,HK Squash Centre (HKSC),2,17/10/2016,1-4,"['1-3', '1-3', '1-3', '3-2', '0-3']",1,4,6,14
Hong Kong Cricket Club 1,Hong Kong Fire Services 1,Hong Kong Cricket Club (HKCC),2,17/10/2016,4-1,"['3-1', '3-0', '1-3', '3-0', '3-1']",4,1,13,5
Sovereign Group LRC 4,i-MASK Advance Squash Club 1,Ladies Recreation Club (LRC),2,17/10/2016,0-5,"['2-3', '2-3', '1-3', '1-3', '2-3']",0,5,8,15
Hong Kong Football Club 4,HKU 1,Hong Kong Football Club (HKFC),3,24/10/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
The New Generation,Hong Kong Cricket Club 1,Cornwall Street (CSPSC),3,24/10/2016,1-4,"['1-3', '1-3', '3-0', '2-3', '0-3']",1,4,7,12
i-MASK Advance Squash Club 1,Head Shatin 1,Cornwall Street (CSPSC),3,24/10/2016,3-2,"['3-0', '3-0', '3-1', '2-3', '0-3']",3,2,11,7
Sovereign Group LRC 4,Titlows,Ladies Recreation Club (LRC),3,24/10/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Hong Kong Fire Services 1,The New Generation,Cornwall Street (CSPSC),4,31/10/2016,1-4,"['3-1', '1-3', '1-3', '2-3', '0-3']",1,4,7,13
Hong Kong Cricket Club 1,Hong Kong Football Club 4,Hong Kong Cricket Club (HKCC),4,31/10/2016,1-4,"['1-3', '0-3', '0-3', '3-1', '1-3']",1,4,5,13
Head Shatin 1,Titlows,Cornwall Street (CSPSC),4,31/10/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
HKU 1,i-MASK Advance Squash Club 1,HK Squash Centre (HKSC),4,31/10/2016,0-5,"['0-3', '0-3', '0-3', '0-3', '1-3']",0,5,1,15
Titlows,HKU 1,MTR Club House (MTRC),5,07/11/2016,0-5,"['0-3', '0-3', '2-3', '0-3', '0-3']",0,5,2,15
Hong Kong Football Club 4,Hong Kong Fire Services 1,Hong Kong Football Club (HKFC),5,07/11/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
i-MASK Advance Squash Club 1,Hong Kong Cricket Club 1,Cornwall Street (CSPSC),5,07/11/2016,3-2,"['3-0', '0-3', '3-1', '3-1', '0-3']",3,2,9,8
