Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
GS 2,Hong Kong Football Club 7,HK Squash Centre (HKSC),1,07/10/2016,2-3,"['0-3', '3-0', '3-0', '0-3', '0-3']",2,3,6,9
Everlast 1,WSC NOSET,HK Squash Centre (HKSC),1,07/10/2016,4-1,"['3-1', '2-3', '3-2', '3-0', '3-1']",4,1,14,7
HKU 2,i-MASK Advance Squash Club 4,Kwun Chung (KCSC),1,07/10/2016,1-4,"['3-0', '0-3', '0-3', '1-3', '0-3']",1,4,4,12
Spirit 2,Neptune,HK Squash Centre (HKSC),1,07/10/2016,3-2,"['0-3', '3-2', '0-3', '3-0', '3-0']",3,2,9,8
HKU 2,Hong Kong Football Club 7,Kwun Chung (KCSC),2,14/10/2016,0-5,"['1-3', '0-3', '0-3', '1-3', '1-3']",0,5,3,15
WSC NOSET,Spirit 2,HK Squash Centre (HKSC),2,14/10/2016,2-3,"['0-3', '0-3', '3-0', '1-3', '3-2']",2,3,7,11
GS 2,Neptune,HK Squash Centre (HKSC),2,14/10/2016,1-4,"['3-2', '1-3', '1-3', '0-3', 'WO']",1,4,5,14
i-MASK Advance Squash Club 4,Everlast 1,Cornwall Street (CSPSC),2,14/10/2016,3-2,"['3-2', '3-0', '2-3', '3-0', '0-3']",3,2,11,8
WSC NOSET,Hong Kong Football Club 7,HK Squash Centre (HKSC),3,28/10/2016,0-5,"['0-3', '0-3', '2-3', '0-3', '2-3']",0,5,4,15
HKU 2,Neptune,Kwun Chung (KCSC),3,28/10/2016,3-2,"['0-3', '0-3', '3-0', '3-0', '3-0']",3,2,9,6
Everlast 1,Spirit 2,HK Squash Centre (HKSC),3,28/10/2016,2-3,"['3-0', '1-3', '0-3', '0-3', '3-0']",2,3,7,9
i-MASK Advance Squash Club 4,GS 2,Cornwall Street (CSPSC),3,28/10/2016,2-3,"['1-3', '0-3', '0-3', '3-1', '3-0']",2,3,7,10
Neptune,WSC NOSET,Cornwall Street (CSPSC),4,04/11/2016,3-2,"['3-1', '3-0', '3-1', '0-3', '0-3']",3,2,9,8
Spirit 2,HKU 2,HK Squash Centre (HKSC),4,04/11/2016,4-1,"['1-3', '3-2', '3-1', '3-0', '3-0']",4,1,13,6
i-MASK Advance Squash Club 4,Hong Kong Football Club 7,Cornwall Street (CSPSC),4,04/11/2016,2-3,"['3-0', '0-3', '0-3', '1-3', '3-2']",2,3,7,11
GS 2,Everlast 1,HK Squash Centre (HKSC),4,04/11/2016,4-1,"['3-2', '3-1', '3-2', '1-3', '3-0']",4,1,13,8
HKU 2,WSC NOSET,Kwun Chung (KCSC),5,11/11/2016,1-4,"['0-3', '0-3', '3-2', '1-3', '2-3']",1,4,6,14
Everlast 1,Hong Kong Football Club 7,HK Squash Centre (HKSC),5,11/11/2016,1-4,"['0-3', '0-3', '0-3', '3-0', '0-3']",1,4,3,12
Spirit 2,GS 2,HK Squash Centre (HKSC),5,11/11/2016,4-1,"['0-3', '3-2', 'WO', '3-0', 'WO']",4,1,12,5
i-MASK Advance Squash Club 4,Neptune,Cornwall Street (CSPSC),5,11/11/2016,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2
GS 2,HKU 2,HK Squash Centre (HKSC),6,18/11/2016,4-1,"['3-1', '3-0', '3-1', '2-3', '3-0']",4,1,14,5
Neptune,Everlast 1,Cornwall Street (CSPSC),6,18/11/2016,1-4,"['0-3', '2-3', '3-1', '0-3', '0-3']",1,4,5,13
WSC NOSET,i-MASK Advance Squash Club 4,HK Squash Centre (HKSC),6,18/11/2016,3-2,"['3-0', '0-3', '3-0', '0-3', '3-1']",3,2,9,7
Hong Kong Football Club 7,Spirit 2,Hong Kong Football Club (HKFC),6,18/11/2016,3-2,"['1-3', '0-3', '3-1', '3-2', '3-0']",3,2,10,9
HKU 2,i-MASK Advance Squash Club 4,Kwun Chung (KCSC),7,25/11/2016,0-5,"['0-3', '0-3', '0-3', '0-3', '1-3']",0,5,1,15
WSC NOSET,Everlast 1,HK Squash Centre (HKSC),7,25/11/2016,1-4,"['0-3', '0-3', '1-3', '1-3', '3-0']",1,4,5,12
Hong Kong Football Club 7,GS 2,Hong Kong Football Club (HKFC),7,25/11/2016,3-2,"['3-2', '0-3', '3-0', '0-3', '3-2']",3,2,9,10
Neptune,Spirit 2,Cornwall Street (CSPSC),7,25/11/2016,2-3,"['3-0', '2-3', '3-2', '0-3', '1-3']",2,3,9,11
Everlast 1,i-MASK Advance Squash Club 4,HK Squash Centre (HKSC),8,02/12/2016,5-0,"['3-0', '3-2', '3-0', '3-0', 'WO']",5,0,15,2
GS 2,Neptune,HK Squash Centre (HKSC),8,02/12/2016,4-1,"['3-0', '3-0', '3-0', '3-0', '0-3']",4,1,12,3
Hong Kong Football Club 7,HKU 2,Hong Kong Football Club (HKFC),8,02/12/2016,4-1,"['3-2', '3-0', '0-3', '3-0', '3-2']",4,1,12,7
Spirit 2,WSC NOSET,HK Squash Centre (HKSC),8,02/12/2016,2-3,"['1-3', '3-0', '1-3', '3-0', '0-3']",2,3,8,9
i-MASK Advance Squash Club 4,Spirit 2,Cornwall Street (CSPSC),9,09/12/2016,2-3,"['3-0', '2-3', '1-3', '3-1', 'WO']",2,3,9,10
Everlast 1,HKU 2,HK Squash Centre (HKSC),9,09/12/2016,5-0,"['3-0', '3-0', '3-1', '3-0', 'WO']",5,0,15,1
WSC NOSET,GS 2,HK Squash Centre (HKSC),9,09/12/2016,1-4,"['0-3', '0-3', '0-3', '3-0', '0-3']",1,4,3,12
Neptune,Hong Kong Football Club 7,Cornwall Street (CSPSC),9,09/12/2016,0-5,"['0-3', '2-3', '0-3', '0-3', '0-3']",0,5,2,15
GS 2,i-MASK Advance Squash Club 4,HK Squash Centre (HKSC),10,16/12/2016,2-3,"['1-3', '3-0', '3-1', '2-3', '0-3']",2,3,9,10
Neptune,HKU 2,Cornwall Street (CSPSC),10,16/12/2016,3-2,"['3-0', '3-0', '3-0', '0-3', '1-3']",3,2,10,6
Hong Kong Football Club 7,WSC NOSET,Hong Kong Football Club (HKFC),10,16/12/2016,5-0,"['3-0', '3-1', '3-0', 'WO', 'WO']",5,0,15,1
Spirit 2,Everlast 1,HK Squash Centre (HKSC),10,16/12/2016,2-3,"['0-3', '3-0', '2-3', '3-0', '1-3']",2,3,9,9
WSC NOSET,Neptune,HK Squash Centre (HKSC),11,06/01/2017,4-1,"['3-0', '2-3', '3-0', '3-0', '3-0']",4,1,14,3
Everlast 1,GS 2,HK Squash Centre (HKSC),11,06/01/2017,2-3,"['3-2', '0-3', '3-1', '0-3', 'WO']",2,3,6,12
HKU 2,Spirit 2,Kwun Chung (KCSC),11,06/01/2017,2-3,"['3-1', '0-3', '2-3', '2-3', 'WO']",2,3,7,13
Hong Kong Football Club 7,i-MASK Advance Squash Club 4,Hong Kong Football Club (HKFC),11,06/01/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Neptune,i-MASK Advance Squash Club 4,Cornwall Street (CSPSC),12,13/01/2017,1-4,"['2-3', '3-0', '1-3', '0-3', '0-3']",1,4,6,12
WSC NOSET,HKU 2,HK Squash Centre (HKSC),12,13/01/2017,5-0,"['3-0', '3-2', '3-0', '3-0', '3-2']",5,0,15,4
GS 2,Spirit 2,HK Squash Centre (HKSC),12,13/01/2017,5-0,"['3-0', '3-0', '3-0', '3-2', '3-0']",5,0,15,2
Hong Kong Football Club 7,Everlast 1,Hong Kong Football Club (HKFC),12,13/01/2017,4-1,"['3-0', '3-2', '3-0', '0-3', '3-1']",4,1,12,6
Everlast 1,Neptune,HK Squash Centre (HKSC),13,20/01/2017,4-1,"['1-3', '3-0', '3-0', '3-0', 'WO']",4,1,13,3
Spirit 2,Hong Kong Football Club 7,HK Squash Centre (HKSC),13,20/01/2017,0-5,"['0-3', '0-3', '0-3', '2-3', '0-3']",0,5,2,15
HKU 2,GS 2,Kwun Chung (KCSC),13,20/01/2017,0-5,"['2-3', '0-3', '1-3', '1-3', '0-3']",0,5,4,15
WSC NOSET,i-MASK Advance Squash Club 4,HK Squash Centre (HKSC),13,20/01/2017,3-2,"['3-1', '0-3', '3-0', '0-3', '3-1']",3,2,9,8
Everlast 1,WSC NOSET,HK Squash Centre (HKSC),14,10/02/2017,2-3,"['2-3', '3-1', '2-3', '3-0', '0-3']",2,3,10,10
i-MASK Advance Squash Club 4,HKU 2,Cornwall Street (CSPSC),14,10/02/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
GS 2,Hong Kong Football Club 7,HK Squash Centre (HKSC),14,10/02/2017,3-2,"['1-3', '3-1', '3-1', '0-3', '3-1']",3,2,10,9
Spirit 2,Neptune,HK Squash Centre (HKSC),14,10/02/2017,3-2,"['0-3', '1-3', '3-2', '3-0', '3-1']",3,2,10,9
Neptune,GS 2,Cornwall Street (CSPSC),15,17/02/2017,0-5,"['2-3', '0-3', '0-3', '0-3', '0-3']",0,5,2,15
i-MASK Advance Squash Club 4,Everlast 1,Cornwall Street (CSPSC),15,17/02/2017,2-3,"['3-2', '2-3', '1-3', '0-3', '3-1']",2,3,9,12
WSC NOSET,Spirit 2,HK Squash Centre (HKSC),15,17/02/2017,2-3,"['3-0', '2-3', '0-3', '3-0', '0-3']",2,3,8,9
Hong Kong Football Club 7,HKU 2,Hong Kong Football Club (HKFC),15,17/02/2017,5-0,"['3-2', '3-0', '3-0', '3-0', '3-1']",5,0,15,3
GS 2,WSC NOSET,HK Squash Centre (HKSC),16,24/02/2017,4-1,"['0-3', '3-0', '3-1', '3-0', '3-0']",4,1,12,4
Hong Kong Football Club 7,Neptune,Hong Kong Football Club (HKFC),16,24/02/2017,2-3,"['3-0', '2-3', '1-3', '0-3', '3-0']",2,3,9,9
HKU 2,Everlast 1,Cornwall Street (CSPSC),16,24/02/2017,1-4,"['0-3', '0-3', '1-3', '0-3', '3-1']",1,4,4,13
Spirit 2,i-MASK Advance Squash Club 4,HK Squash Centre (HKSC),16,24/02/2017,2-3,"['3-1', '3-0', '1-3', '0-3', '0-3']",2,3,7,10
Everlast 1,Spirit 2,HK Squash Centre (HKSC),17,03/03/2017,1-4,"['0-3', '2-3', '0-3', '3-0', '0-3']",1,4,5,12
WSC NOSET,Hong Kong Football Club 7,HK Squash Centre (HKSC),17,03/03/2017,0-5,"['2-3', '0-3', '0-3', '1-3', '0-3']",0,5,3,15
HKU 2,Neptune,Kwun Chung (KCSC),17,03/03/2017,2-3,"['0-3', '1-3', '2-3', '3-0', '3-0']",2,3,9,9
i-MASK Advance Squash Club 4,GS 2,Cornwall Street (CSPSC),17,03/03/2017,1-4,"['1-3', '1-3', '2-3', '2-3', '3-0']",1,4,9,12
Spirit 2,HKU 2,HK Squash Centre (HKSC),18,10/03/2017,5-0,"['3-2', '3-0', '3-2', '3-0', '3-0']",5,0,15,4
GS 2,Everlast 1,HK Squash Centre (HKSC),18,10/03/2017,4-1,"['1-3', '3-0', '3-0', '3-2', '3-1']",4,1,13,6
Neptune,WSC NOSET,Cornwall Street (CSPSC),18,10/03/2017,2-3,"['1-3', '3-0', '3-0', '0-3', '0-3']",2,3,7,9
Hong Kong Football Club 7,i-MASK Advance Squash Club 4,Hong Kong Football Club (HKFC),18,10/03/2017,4-1,"['3-2', '0-3', '3-2', '3-0', '3-0']",4,1,12,7
Everlast 1,Hong Kong Football Club 7,HK Squash Centre (HKSC),19,17/03/2017,2-3,"['0-3', '3-1', '0-3', '3-2', '2-3']",2,3,8,12
HKU 2,WSC NOSET,Kwun Chung (KCSC),19,17/03/2017,1-4,"['0-3', '0-3', '2-3', '0-3', '3-2']",1,4,5,14
i-MASK Advance Squash Club 4,Neptune,Cornwall Street (CSPSC),19,17/03/2017,4-1,"['3-1', '3-2', '2-3', '3-0', '3-1']",4,1,14,7
Spirit 2,GS 2,HK Squash Centre (HKSC),19,17/03/2017,2-3,"['0-3', '2-3', '2-3', '3-1', '3-1']",2,3,10,11
i-MASK Advance Squash Club 4,WSC NOSET,Cornwall Street (CSPSC),20,24/03/2017,2-3,"['0-3', '3-2', '1-3', '3-1', '0-3']",2,3,7,12
Hong Kong Football Club 7,Spirit 2,Hong Kong Football Club (HKFC),20,24/03/2017,4-1,"['3-0', '1-3', '3-2', '3-1', '3-0']",4,1,13,6
GS 2,HKU 2,HK Squash Centre (HKSC),20,24/03/2017,5-0,"['WO', 'WO', 'WO', 'WO', 'WO']",5,0,15,0
Neptune,Everlast 1,Cornwall Street (CSPSC),20,24/03/2017,2-3,"['0-3', '3-2', '3-1', '0-3', '0-3']",2,3,6,12
Spirit 2,i-MASK Advance Squash Club 4,HK Squash Centre (HKSC),21,31/03/2017,4-1,"['2-3', '3-0', '3-1', '3-0', 'WO']",4,1,14,4
Hong Kong Football Club 7,Neptune,Hong Kong Football Club (HKFC),21,31/03/2017,4-1,"['3-0', '1-3', '3-0', '3-0', '3-0']",4,1,13,3
Everlast 1,HKU 2,HK Squash Centre (HKSC),21,31/03/2017,5-0,"['WO', 'WO', 'WO', 'WO', 'WO']",5,0,15,0
GS 2,WSC NOSET,HK Squash Centre (HKSC),21,31/03/2017,4-1,"['0-3', '3-0', '3-0', '3-1', '3-0']",4,1,12,4
