Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Cricket Club 9,Perrier Mix,Hong Kong Cricket Club (HKCC),1,08/10/2016,1-4,"['0-3', '0-3', '0-3', '0-3', 'WO']",1,4,0,15
Spirit 5,Everlast 3,HK Squash Centre (HKSC),1,08/10/2016,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
Phresh 4,Unique Squash 2,Cornwall Street (CSPSC),1,08/10/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Perrier Mix,Phresh 4,HK Squash Centre (HKSC),2,15/10/2016,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4,1,12,3
Everlast 3,Hong Kong Cricket Club 9,HK Squash Centre (HKSC),2,15/10/2016,4-1,"['3-2', '3-2', '3-2', '3-1', '0-3']",4,1,12,10
i-MASK Advance Squash Club 15,Spirit 5,Cornwall Street (CSPSC),2,15/10/2016,5-0,"['3-0', '3-0', '3-0', '3-0', 'WO']",5,0,15,0
Phresh 4,Everlast 3,Cornwall Street (CSPSC),3,22/10/2016,1-4,"['0-3', '1-3', '1-3', '0-3', '3-0']",1,4,5,12
Hong Kong Cricket Club 9,i-MASK Advance Squash Club 15,Hong Kong Cricket Club (HKCC),3,22/10/2016,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Unique Squash 2,Perrier Mix,HK Squash Centre (HKSC),3,22/10/2016,5-0,"['WO', 'WO', 'WO', 'WO', 'WO']",5,0,15,0
i-MASK Advance Squash Club 15,Phresh 4,Cornwall Street (CSPSC),4,29/10/2016,1-4,"['1-3', '3-0', '2-3', '0-3', '0-3']",1,4,6,12
Spirit 5,Hong Kong Cricket Club 9,HK Squash Centre (HKSC),4,29/10/2016,1-4,"['2-3', '1-3', '3-2', '2-3', '0-3']",1,4,8,14
Everlast 3,Unique Squash 2,HK Squash Centre (HKSC),4,29/10/2016,5-0,"['3-0', '3-0', '3-0', '3-0', 'WO']",5,0,15,0
Unique Squash 2,i-MASK Advance Squash Club 15,HK Squash Centre (HKSC),5,26/11/2016,0-5,"['0-3', '0-3', '0-3', '0-3', '2-3']",0,5,2,15
Perrier Mix,Everlast 3,HK Squash Centre (HKSC),5,26/11/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Phresh 4,Spirit 5,Cornwall Street (CSPSC),5,26/11/2016,4-1,"['3-0', '3-0', '2-3', '3-1', '3-0']",4,1,14,4
i-MASK Advance Squash Club 15,Perrier Mix,Cornwall Street (CSPSC),6,03/12/2016,1-4,"['2-3', '2-3', '0-3', '0-3', '3-0']",1,4,7,12
Spirit 5,Unique Squash 2,HK Squash Centre (HKSC),6,03/12/2016,3-2,"['0-3', '3-0', '3-0', '3-0', '0-3']",3,2,9,6
Hong Kong Cricket Club 9,Phresh 4,Hong Kong Cricket Club (HKCC),6,03/12/2016,1-4,"['0-3', '0-3', '0-3', '3-0', '0-3']",1,4,3,12
Perrier Mix,Spirit 5,HK Squash Centre (HKSC),7,10/12/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
i-MASK Advance Squash Club 15,Everlast 3,Cornwall Street (CSPSC),7,10/12/2016,5-0,"['3-0', '3-0', '3-1', '3-0', '3-1']",5,0,15,2
Perrier Mix,Hong Kong Cricket Club 9,HK Squash Centre (HKSC),8,17/12/2016,3-2,"['2-3', '3-0', '3-1', '3-0', '0-3']",3,2,11,7
Phresh 4,Unique Squash 2,Cornwall Street (CSPSC),8,17/12/2016,5-0,"['WO', 'WO', 'WO', 'WO', 'WO']",5,0,15,0
Everlast 3,Spirit 5,HK Squash Centre (HKSC),8,17/12/2016,5-0,"['3-0', '3-0', 'WO', 'WO', 'WO']",5,0,15,0
Phresh 4,Perrier Mix,Cornwall Street (CSPSC),9,07/01/2017,2-3,"['3-2', '1-3', '0-3', '0-3', 'WO']",2,3,4,14
Spirit 5,i-MASK Advance Squash Club 15,HK Squash Centre (HKSC),9,07/01/2017,0-5,"['0-3', '0-3', '0-3', '1-3', '0-3']",0,5,1,15
Hong Kong Cricket Club 9,Everlast 3,Hong Kong Cricket Club (HKCC),9,07/01/2017,3-2,"['3-0', '3-0', '0-3', '0-3', '3-0']",3,2,9,6
Everlast 3,Phresh 4,HK Squash Centre (HKSC),10,14/01/2017,0-5,"['0-3', '0-3', '0-3', '1-3', 'WO']",0,5,1,15
Hong Kong Cricket Club 9,i-MASK Advance Squash Club 15,Hong Kong Cricket Club (HKCC),10,14/01/2017,0-5,"['1-3', '0-3', '1-3', '0-3', '0-3']",0,5,2,15
Perrier Mix,Unique Squash 2,HK Squash Centre (HKSC),10,14/01/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Phresh 4,i-MASK Advance Squash Club 15,HK Squash Centre (HKSC),11,21/01/2017,1-4,"['3-2', '1-3', '0-3', '0-3', '0-3']",1,4,4,14
Hong Kong Cricket Club 9,Spirit 5,Hong Kong Cricket Club (HKCC),11,21/01/2017,3-1,"['3-0', '3-2', '2-3', 'WO']",3,1,11,5
Unique Squash 2,Everlast 3,HK Squash Centre (HKSC),11,21/01/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Everlast 3,Perrier Mix,HK Squash Centre (HKSC),12,11/02/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
i-MASK Advance Squash Club 15,Unique Squash 2,Cornwall Street (CSPSC),12,11/02/2017,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Phresh 4,Spirit 5,Cornwall Street (CSPSC),12,11/02/2017,4-1,"['3-1', '3-0', '3-0', '0-3', 'WO']",4,1,12,4
