Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Rovers,Phoenix,Cornwall Street (CSPSC),1,06/10/2016,0-5,"['2-3', '0-3', '1-3', '0-3', '2-3']",0,5,5,15
Friend Club 7,DS,Kwun Chung (KCSC),1,06/10/2016,0-5,"['2-3', '1-3', '0-3', '0-3', '0-3']",0,5,3,15
Invader Squash,Global 2,Harbour Road (HRSC),1,06/10/2016,4-1,"['3-1', '1-3', '3-1', '3-0', '3-0']",4,1,13,5
Kinetic 5,Bravo,HK Squash Centre (HKSC),1,06/10/2016,3-2,"['1-3', '0-3', '3-0', '3-0', '3-0']",3,2,10,6
South Kwai Chung Squash Club 1,PLZ,Cornwall Street (CSPSC),1,06/10/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Invader Squash,South Kwai Chung Squash Club 1,Harbour Road (HRSC),2,13/10/2016,3-2,"['3-1', '3-0', '2-3', '1-3', '3-0']",3,2,12,7
Global 2,Rovers,HK Squash Centre (HKSC),2,13/10/2016,3-2,"['0-3', '3-0', '3-0', '2-3', '3-0']",3,2,11,6
Friend Club 7,Bravo,Kwun Chung (KCSC),2,13/10/2016,1-4,"['1-3', '0-3', '3-0', '0-3', '0-3']",1,4,4,12
Hong Kong Football Club 14,DS,Hong Kong Football Club (HKFC),2,13/10/2016,5-0,"['3-1', '3-1', '3-0', '3-0', '3-2']",5,0,15,4
Kinetic 5,Phoenix,HK Squash Centre (HKSC),2,13/10/2016,2-3,"['2-3', '0-3', '3-0', '3-2', '0-3']",2,3,8,11
Phoenix,Friend Club 7,HK Squash Centre (HKSC),3,20/10/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
PLZ,Invader Squash,Cornwall Street (CSPSC),3,20/10/2016,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Global 2,Kinetic 5,HK Squash Centre (HKSC),3,20/10/2016,2-3,"['0-3', '3-0', '0-3', '0-3', '3-0']",2,3,6,9
Bravo,Hong Kong Football Club 14,Cornwall Street (CSPSC),3,20/10/2016,3-2,"['3-0', '3-1', '2-3', '0-3', '3-0']",3,2,11,7
South Kwai Chung Squash Club 1,Rovers,Cornwall Street (CSPSC),3,20/10/2016,5-0,"['3-2', '3-1', '3-0', '3-0', '3-1']",5,0,15,4
Rovers,PLZ,Cornwall Street (CSPSC),4,27/10/2016,5-0,"['3-1', '3-0', '3-0', 'WO', 'WO']",5,0,15,1
Kinetic 5,South Kwai Chung Squash Club 1,HK Squash Centre (HKSC),4,27/10/2016,2-3,"['0-3', '0-3', '2-3', '3-0', '3-0']",2,3,8,9
Friend Club 7,Global 2,Kwun Chung (KCSC),4,27/10/2016,1-4,"['0-3', '2-3', '3-1', '0-3', '0-3']",1,4,5,13
DS,Bravo,Harbour Road (HRSC),4,27/10/2016,0-5,"['0-3', '2-3', '0-3', '0-3', '0-3']",0,5,2,15
Phoenix,Hong Kong Football Club 14,HK Squash Centre (HKSC),4,27/10/2016,4-1,"['3-0', '3-0', '3-0', '1-3', '3-0']",4,1,13,3
PLZ,Kinetic 5,Cornwall Street (CSPSC),5,03/11/2016,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Hong Kong Football Club 14,Global 2,Hong Kong Football Club (HKFC),5,03/11/2016,2-3,"['3-1', '0-3', '2-3', '1-3', '3-1']",2,3,9,11
South Kwai Chung Squash Club 1,Friend Club 7,Cornwall Street (CSPSC),5,03/11/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Invader Squash,Rovers,Harbour Road (HRSC),5,03/11/2016,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Phoenix,DS,HK Squash Centre (HKSC),5,03/11/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Hong Kong Football Club 14,South Kwai Chung Squash Club 1,Hong Kong Football Club (HKFC),6,10/11/2016,1-4,"['2-3', '2-3', '0-3', '3-1', '2-3']",1,4,9,13
Bravo,Phoenix,Cornwall Street (CSPSC),6,10/11/2016,3-2,"['3-2', '0-3', '3-0', '3-0', '0-3']",3,2,9,8
DS,Global 2,Harbour Road (HRSC),6,10/11/2016,1-4,"['1-3', '0-3', '3-1', '0-3', '0-3']",1,4,4,13
Friend Club 7,PLZ,Kwun Chung (KCSC),6,10/11/2016,5-0,"['3-0', '3-0', '3-0', '3-1', '3-0']",5,0,15,1
Kinetic 5,Invader Squash,HK Squash Centre (HKSC),6,10/11/2016,4-1,"['3-2', '3-2', '3-2', '1-3', '3-0']",4,1,13,9
Hong Kong Football Club 14,PLZ,Hong Kong Football Club (HKFC),7,17/11/2016,5-0,"['3-1', '3-0', 'WO', 'WO', 'WO']",5,0,15,1
South Kwai Chung Squash Club 1,DS,Cornwall Street (CSPSC),7,17/11/2016,4-1,"['3-0', '3-0', '3-0', '3-0', '1-3']",4,1,13,3
Rovers,Kinetic 5,Cornwall Street (CSPSC),7,17/11/2016,0-5,"['0-3', '0-3', '0-3', '0-3', '1-3']",0,5,1,15
Invader Squash,Friend Club 7,Harbour Road (HRSC),7,17/11/2016,5-0,"['3-0', '3-0', '3-2', '3-0', '3-0']",5,0,15,2
Global 2,Bravo,HK Squash Centre (HKSC),7,17/11/2016,3-2,"['0-3', '3-1', '3-1', '0-3', '3-0']",3,2,9,8
DS,PLZ,Harbour Road (HRSC),8,24/11/2016,5-0,"['3-0', '3-0', '3-0', 'WO', 'WO']",5,0,15,0
Bravo,South Kwai Chung Squash Club 1,Cornwall Street (CSPSC),8,24/11/2016,1-4,"['3-0', '1-3', '1-3', '1-3', '0-3']",1,4,6,12
Friend Club 7,Rovers,Kwun Chung (KCSC),8,24/11/2016,0-5,"['0-3', '0-3', '2-3', '1-3', '0-3']",0,5,3,15
