Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
MASS,Mark Six,Cornwall Street (CSPSC),1,05/10/2016,0-5,"['1-3', 'WO', '0-3', '0-3', '0-3']",0,5,1,15
Airporterz,The Knockouts,Cornwall Street (CSPSC),1,05/10/2016,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
i-MASK Advance Squash Club 11,Alpha CUHK 2,Cornwall Street (CSPSC),1,05/10/2016,4-1,"['3-1', '1-3', '3-0', '3-0', '3-1']",4,1,13,5
The Knockouts,MASS,Kwun Chung (KCSC),2,12/10/2016,4-1,"['0-3', '3-1', '3-0', 'WO', 'WO']",4,1,12,4
KWTDSC 2,Airporterz,Cornwall Street (CSPSC),2,12/10/2016,4-1,"['3-0', '3-0', '3-0', '3-1', '1-3']",4,1,13,4
Mark Six,i-MASK Advance Squash Club 11,Cornwall Street (CSPSC),2,12/10/2016,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
Airporterz,MASS,Cornwall Street (CSPSC),3,26/10/2016,2-3,"['2-3', '0-3', '0-3', '3-2', '3-0']",2,3,8,11
KWTDSC 2,i-MASK Advance Squash Club 11,Cornwall Street (CSPSC),3,26/10/2016,3-2,"['1-3', '3-0', '3-0', '3-0', '1-3']",3,2,11,6
The Knockouts,Alpha CUHK 2,Kwun Chung (KCSC),3,26/10/2016,1-4,"['3-2', '0-3', '0-3', '0-3', '0-3']",1,4,3,14
Mark Six,The Knockouts,Cornwall Street (CSPSC),4,02/11/2016,1-4,"['3-1', '0-3', '1-3', '0-3', '0-3']",1,4,4,13
Alpha CUHK 2,KWTDSC 2,Chinese University of HK (CUHK),4,02/11/2016,3-2,"['3-1', '0-3', '0-3', '3-0', '3-0']",3,2,9,7
i-MASK Advance Squash Club 11,Airporterz,Cornwall Street (CSPSC),4,02/11/2016,3-2,"['0-3', '1-3', '3-0', '3-0', '3-0']",3,2,10,6
KWTDSC 2,Mark Six,Cornwall Street (CSPSC),5,09/11/2016,5-0,"['3-1', '3-0', '3-1', '3-1', '3-0']",5,0,15,3
Airporterz,Alpha CUHK 2,Cornwall Street (CSPSC),5,09/11/2016,1-4,"['0-3', '3-2', '0-3', '2-3', '0-3']",1,4,5,14
MASS,i-MASK Advance Squash Club 11,Cornwall Street (CSPSC),5,09/11/2016,2-3,"['3-0', '3-2', '2-3', '0-3', 'WO']",2,3,8,11
Alpha CUHK 2,MASS,Chinese University of HK (CUHK),6,16/11/2016,5-0,"['WO', 'WO', 'WO', 'WO', 'WO']",5,0,15,0
KWTDSC 2,The Knockouts,Cornwall Street (CSPSC),6,16/11/2016,4-1,"['0-3', '3-1', '3-0', '3-2', '3-0']",4,1,12,6
Mark Six,Airporterz,Cornwall Street (CSPSC),6,16/11/2016,4-1,"['3-1', '0-3', '3-2', '3-0', '3-0']",4,1,12,6
Mark Six,MASS,Cornwall Street (CSPSC),7,23/11/2016,2-3,"['0-3', '0-3', '1-3', '3-0', '3-0']",2,3,7,9
The Knockouts,Airporterz,Kwun Chung (KCSC),7,23/11/2016,1-4,"['3-1', '1-3', '1-3', '0-3', 'WO']",1,4,5,13
Alpha CUHK 2,i-MASK Advance Squash Club 11,Chinese University of HK (CUHK),7,23/11/2016,2-3,"['3-1', '3-0', '0-3', '0-3', '2-3']",2,3,8,10
Airporterz,KWTDSC 2,Cornwall Street (CSPSC),8,30/11/2016,0-5,"['0-3', '0-3', '0-3', '1-3', '0-3']",0,5,1,15
MASS,The Knockouts,Cornwall Street (CSPSC),8,30/11/2016,3-2,"['1-3', '3-0', '3-1', '3-2', '0-3']",3,2,10,9
i-MASK Advance Squash Club 11,Mark Six,Cornwall Street (CSPSC),8,30/11/2016,5-0,"['3-0', '3-1', '3-0', '3-0', '3-0']",5,0,15,1
KWTDSC 2,MASS,Cornwall Street (CSPSC),9,07/12/2016,5-0,"['3-1', '3-1', '3-0', '3-0', 'WO']",5,0,15,2
Mark Six,Alpha CUHK 2,Cornwall Street (CSPSC),9,07/12/2016,1-4,"['3-2', '0-3', '1-3', '0-3', '0-3']",1,4,4,14
The Knockouts,i-MASK Advance Squash Club 11,Kwun Chung (KCSC),9,07/12/2016,1-4,"['3-0', '0-3', '2-3', '0-3', '0-3']",1,4,5,12
i-MASK Advance Squash Club 11,KWTDSC 2,Cornwall Street (CSPSC),10,14/12/2016,1-4,"['0-3', '1-3', '2-3', '3-0', '1-3']",1,4,7,12
Alpha CUHK 2,The Knockouts,Chinese University of HK (CUHK),10,14/12/2016,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4,1,12,3
MASS,Airporterz,Cornwall Street (CSPSC),10,14/12/2016,2-2,"['3-1', '0-3', '3-0', '1-3']",2,2,7,7
