Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Spirit 3,ZOMA 1,HK Squash Centre (HKSC),1,07/10/2016,3-2,"['1-3', '3-1', '0-3', '3-1', '3-0']",3,2,10,8
The Squash Club 2,Hong Kong Cricket Club 6,Cornwall Street (CSPSC),1,07/10/2016,3-2,"['3-0', '1-3', '3-0', '3-1', '0-3']",3,2,10,7
Fung King 2,Hong Kong Fire Services 2,Lai King (LKSC),1,07/10/2016,2-3,"['3-2', '3-2', '1-3', '0-3', '1-3']",2,3,8,13
Hong Kong Fire Services 2,Spirit 3,Pei Ho Street (PHSSC),2,14/10/2016,4-1,"['3-0', '3-0', '1-3', '3-0', '3-1']",4,1,13,4
Head Shatin 5,The Squash Club 2,Cornwall Street (CSPSC),2,14/10/2016,1-4,"['2-3', '0-3', '3-0', '0-3', '2-3']",1,4,7,12
Hong Kong Cricket Club 6,Fung King 2,Hong Kong Cricket Club (HKCC),2,14/10/2016,2-3,"['0-3', '3-2', '1-3', '0-3', '3-0']",2,3,7,11
Spirit 3,Head Shatin 5,HK Squash Centre (HKSC),3,28/10/2016,2-3,"['3-2', '0-3', '0-3', '3-0', '0-3']",2,3,6,11
Hong Kong Cricket Club 6,ZOMA 1,Hong Kong Cricket Club (HKCC),3,28/10/2016,2-3,"['3-1', '3-2', '0-3', '0-3', '0-3']",2,3,6,12
The Squash Club 2,Fung King 2,Cornwall Street (CSPSC),3,28/10/2016,0-5,"['0-3', '1-3', '1-3', '2-3', '0-3']",0,5,4,15
Spirit 3,The Squash Club 2,HK Squash Centre (HKSC),4,04/11/2016,3-2,"['1-3', '0-3', '3-2', '3-1', '3-0']",3,2,10,9
ZOMA 1,Head Shatin 5,HK Squash Centre (HKSC),4,04/11/2016,5-0,"['3-0', '3-1', '3-1', '3-0', '3-0']",5,0,15,2
Hong Kong Fire Services 2,Hong Kong Cricket Club 6,Pei Ho Street (PHSSC),4,04/11/2016,4-1,"['2-3', '3-2', '3-2', '3-0', '3-1']",4,1,14,8
Fung King 2,Spirit 3,Lai King (LKSC),5,11/11/2016,5-0,"['3-1', '3-0', '3-0', '3-0', '3-1']",5,0,15,2
ZOMA 1,The Squash Club 2,HK Squash Centre (HKSC),5,11/11/2016,2-3,"['1-3', '0-3', '3-1', '0-3', '3-1']",2,3,7,11
Hong Kong Fire Services 2,Head Shatin 5,Pei Ho Street (PHSSC),5,11/11/2016,4-1,"['3-1', '0-3', '3-1', '3-0', '3-2']",4,1,12,7
ZOMA 1,Fung King 2,HK Squash Centre (HKSC),6,18/11/2016,2-3,"['0-3', '0-3', '0-3', '3-0', '3-0']",2,3,6,9
Hong Kong Cricket Club 6,Head Shatin 5,Hong Kong Cricket Club (HKCC),6,18/11/2016,4-1,"['3-0', '3-0', '3-2', '3-0', '0-3']",4,1,12,5
Hong Kong Fire Services 2,The Squash Club 2,Pei Ho Street (PHSSC),6,18/11/2016,2-3,"['0-3', '0-3', '2-3', '3-0', '3-0']",2,3,8,9
ZOMA 1,Spirit 3,HK Squash Centre (HKSC),7,25/11/2016,2-3,"['3-0', '0-3', '0-3', '0-3', '3-0']",2,3,6,9
Fung King 2,Hong Kong Fire Services 2,Lai King (LKSC),7,25/11/2016,3-2,"['3-0', '3-0', '2-3', '3-0', '0-3']",3,2,11,6
