Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Titlows Master,Hong Kong Cricket Club M2,MTR Club House (MTRC),1,06/10/2016,0-5,"['0-3', '0-3', '0-3', '0-3', '1-3']",0,5,1,15
Hong Kong Football Club M2A,Hong Kong Football Club M2B,Hong Kong Football Club (HKFC),1,06/10/2016,3-2,"['3-0', '3-1', '3-0', '1-3', '1-3']",3,2,11,7
GLOMA,Friend Club Master,Masters - HK Squash Centre (HKSC - M),1,06/10/2016,3-2,"['2-3', '3-1', '1-3', '3-1', '3-0']",3,2,12,8
Friend Club Master,Hong Kong Football Club M2A,Masters - Cornwall Street (CSPSC - M),2,20/10/2016,4-1,"['3-0', '3-2', '3-1', '3-1', '0-3']",4,1,12,7
Hong Kong Football Club M2B,Titlows Master,Hong Kong Football Club (HKFC),2,20/10/2016,5-0,"['3-0', '3-0', '3-0', '3-2', '3-0']",5,0,15,2
Hong Kong Cricket Club M2,GLOMA,Hong Kong Cricket Club (HKCC),2,20/10/2016,2-3,"['0-3', '3-0', '2-3', '0-3', '3-0']",2,3,8,9
Hong Kong Football Club M2A,Hong Kong Cricket Club M2,Hong Kong Football Club (HKFC),3,27/10/2016,4-1,"['3-0', '3-2', '3-1', '3-1', '2-3']",4,1,14,7
Friend Club Master,Hong Kong Football Club M2B,Masters - Cornwall Street (CSPSC - M),3,27/10/2016,5-0,"['3-2', '3-1', '3-1', '3-0', '3-0']",5,0,15,4
Titlows Master,GLOMA,MTR Club House (MTRC),3,27/10/2016,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Friend Club Master,Titlows Master,Masters - Cornwall Street (CSPSC - M),4,03/11/2016,5-0,"['3-0', '3-1', '3-0', '3-0', '3-2']",5,0,15,3
Hong Kong Cricket Club M2,Hong Kong Football Club M2B,Hong Kong Cricket Club (HKCC),4,03/11/2016,3-2,"['3-0', '1-3', '3-0', '3-0', '0-3']",3,2,10,6
Hong Kong Football Club M2A,GLOMA,Hong Kong Football Club (HKFC),4,03/11/2016,2-3,"['2-3', '1-3', '2-3', '3-0', '3-0']",2,3,11,9
Friend Club Master,Hong Kong Cricket Club M2,Masters - Cornwall Street (CSPSC - M),5,10/11/2016,5-0,"['3-1', '3-1', '3-0', '3-0', '3-0']",5,0,15,2
GLOMA,Hong Kong Football Club M2B,Masters - HK Squash Centre (HKSC - M),5,10/11/2016,4-1,"['3-0', '3-1', '3-0', '2-3', '3-1']",4,1,14,5
Titlows Master,Hong Kong Football Club M2A,MTR Club House (MTRC),5,10/11/2016,0-5,"['0-3', '0-3', '1-3', '0-3', '1-3']",0,5,2,15
Friend Club Master,GLOMA,Masters - Cornwall Street (CSPSC - M),6,17/11/2016,5-0,"['3-0', '3-2', '3-1', '3-1', '3-0']",5,0,15,4
Hong Kong Football Club M2B,Hong Kong Football Club M2A,Hong Kong Football Club (HKFC),6,17/11/2016,1-4,"['2-3', '0-3', '2-3', '3-1', '1-3']",1,4,8,13
Hong Kong Cricket Club M2,Titlows Master,Hong Kong Cricket Club (HKCC),6,17/11/2016,3-2,"['3-0', '1-3', '3-0', '3-0', '2-3']",3,2,12,6
GLOMA,Hong Kong Cricket Club M2,Masters - HK Squash Centre (HKSC - M),7,24/11/2016,3-2,"['3-2', '3-0', '3-0', '1-3', '0-3']",3,2,10,8
Titlows Master,Hong Kong Football Club M2B,MTR Club House (MTRC),7,24/11/2016,1-4,"['0-3', '3-2', '0-3', '1-3', '0-3']",1,4,4,14
Hong Kong Football Club M2A,Friend Club Master,Hong Kong Football Club (HKFC),7,24/11/2016,3-2,"['2-3', '3-1', '0-3', '3-0', '3-0']",3,2,11,7
Hong Kong Football Club M2B,Friend Club Master,Hong Kong Football Club (HKFC),8,01/12/2016,1-4,"['1-3', '0-3', '0-3', '2-3', '3-0']",1,4,6,12
Hong Kong Cricket Club M2,Hong Kong Football Club M2A,Hong Kong Cricket Club (HKCC),8,01/12/2016,1-4,"['2-3', '3-1', '0-3', '0-3', '0-3']",1,4,5,13
GLOMA,Titlows Master,Masters - HK Squash Centre (HKSC - M),8,01/12/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Hong Kong Football Club M2B,Hong Kong Cricket Club M2,Hong Kong Football Club (HKFC),9,08/12/2016,2-3,"['1-3', '0-3', '2-3', '3-0', '3-0']",2,3,9,9
GLOMA,Hong Kong Football Club M2A,Masters - HK Squash Centre (HKSC - M),9,08/12/2016,3-2,"['3-0', '3-1', '0-3', '3-1', '0-3']",3,2,9,8
Titlows Master,Friend Club Master,MTR Club House (MTRC),9,08/12/2016,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
Hong Kong Cricket Club M2,Friend Club Master,Hong Kong Cricket Club (HKCC),10,15/12/2016,1-4,"['0-3', '1-3', '2-3', '0-3', '3-1']",1,4,6,13
Hong Kong Football Club M2A,Titlows Master,Hong Kong Football Club (HKFC),10,15/12/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Hong Kong Football Club M2B,GLOMA,Hong Kong Football Club (HKFC),10,15/12/2016,2-3,"['3-2', '1-3', '2-3', '2-3', '3-1']",2,3,11,12
Friend Club Master,GLOMA,Masters - Cornwall Street (CSPSC - M),11,05/01/2017,4-1,"['3-0', '0-3', '3-0', '3-2', '3-0']",4,1,12,5
Titlows Master,Hong Kong Cricket Club M2,MTR Club House (MTRC),11,05/01/2017,0-5,"['0-3', '0-3', '2-3', '2-3', '1-3']",0,5,5,15
Hong Kong Football Club M2A,Hong Kong Football Club M2B,Hong Kong Football Club (HKFC),11,05/01/2017,4-1,"['3-0', '3-0', '3-2', '3-1', '2-3']",4,1,14,6
Friend Club Master,Hong Kong Football Club M2A,Masters - Cornwall Street (CSPSC - M),12,12/01/2017,4-1,"['3-1', '3-0', '3-1', '3-1', '0-3']",4,1,12,6
Hong Kong Cricket Club M2,GLOMA,Hong Kong Cricket Club (HKCC),12,12/01/2017,2-3,"['2-3', '0-3', '3-1', '3-0', '1-3']",2,3,9,10
Hong Kong Football Club M2B,Titlows Master,Hong Kong Football Club (HKFC),12,12/01/2017,5-0,"['3-0', '3-1', '3-0', '3-1', '3-0']",5,0,15,2
Hong Kong Football Club M2A,Hong Kong Cricket Club M2,Hong Kong Football Club (HKFC),13,19/01/2017,5-0,"['3-1', '3-0', '3-0', '3-0', '3-1']",5,0,15,2
Friend Club Master,Hong Kong Football Club M2B,Masters - Cornwall Street (CSPSC - M),13,19/01/2017,3-2,"['2-3', '3-0', '3-0', '3-0', '0-3']",3,2,11,6
Titlows Master,GLOMA,MTR Club House (MTRC),13,19/01/2017,0-5,"['0-3', '0-3', '1-3', '0-3', '1-3']",0,5,2,15
Friend Club Master,Titlows Master,Masters - Cornwall Street (CSPSC - M),14,09/02/2017,5-0,"['3-0', '3-1', '3-0', '3-2', '3-2']",5,0,15,5
Hong Kong Football Club M2A,GLOMA,Hong Kong Football Club (HKFC),14,09/02/2017,4-1,"['0-3', '3-0', '3-1', '3-0', '3-0']",4,1,12,4
Hong Kong Cricket Club M2,Hong Kong Football Club M2B,Hong Kong Cricket Club (HKCC),14,09/02/2017,4-1,"['2-3', '3-0', '3-0', '3-2', '3-0']",4,1,14,5
Friend Club Master,Hong Kong Cricket Club M2,Masters - Cornwall Street (CSPSC - M),15,16/02/2017,5-0,"['3-2', '3-2', '3-2', '3-0', '3-0']",5,0,15,6
Hong Kong Football Club M2B,GLOMA,Hong Kong Football Club (HKFC),15,16/02/2017,3-2,"['0-3', '3-0', '3-1', '3-1', '2-3']",3,2,11,8
Titlows Master,Hong Kong Football Club M2A,MTR Club House (MTRC),15,16/02/2017,0-5,"['0-3', '1-3', '0-3', '0-3', '2-3']",0,5,3,15
Hong Kong Football Club M2B,Hong Kong Football Club M2A,Hong Kong Football Club (HKFC),16,23/02/2017,1-4,"['1-3', '0-3', '2-3', '0-3', '3-1']",1,4,6,13
Hong Kong Cricket Club M2,Titlows Master,Hong Kong Cricket Club (HKCC),16,23/02/2017,4-1,"['3-0', '3-0', '3-0', '3-1', '1-3']",4,1,13,4
GLOMA,Friend Club Master,Masters - HK Squash Centre (HKSC - M),16,23/02/2017,2-3,"['3-1', '3-2', '0-3', '1-3', '0-3']",2,3,7,12
GLOMA,Hong Kong Cricket Club M2,Masters - HK Squash Centre (HKSC - M),17,02/03/2017,3-2,"['2-3', '3-0', '2-3', '3-1', '3-2']",3,2,13,9
Titlows Master,Hong Kong Football Club M2B,MTR Club House (MTRC),17,02/03/2017,1-4,"['1-3', '0-3', '3-2', '2-3', '2-3']",1,4,8,14
