Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Cricket Club 4,Hong Kong Football Club 9,Hong Kong Cricket Club (HKCC),1,04/10/2016,4-1,"['2-3', '3-1', '3-0', '3-0', '3-0']",4,1,14,4
Star River 1,Revolution,Cornwall Street (CSPSC),1,04/10/2016,3-2,"['3-0', '2-3', '3-0', '3-0', '0-3']",3,2,11,6
Honey Badger SC 1,DG Audio,HK Squash Centre (HKSC),1,04/10/2016,4-1,"['3-0', '1-3', '3-0', '3-1', '3-0']",4,1,13,4
Head Shatin 4,Twister 1,Cornwall Street (CSPSC),1,04/10/2016,0-5,"['1-3', '1-3', '1-3', '1-3', '1-3']",0,5,5,15
Hong Kong Football Club 9,DG Audio,Hong Kong Football Club (HKFC),2,11/10/2016,3-2,"['3-1', '2-3', '3-0', '1-3', '3-0']",3,2,12,7
Star River 1,Honey Badger SC 1,Cornwall Street (CSPSC),2,11/10/2016,1-4,"['3-0', '1-3', '1-3', '0-3', '1-3']",1,4,6,12
Hong Kong Cricket Club 4,Head Shatin 4,Hong Kong Cricket Club (HKCC),2,11/10/2016,3-2,"['3-0', '3-0', '1-3', '0-3', '3-2']",3,2,10,8
Twister 1,Revolution,Cornwall Street (CSPSC),2,11/10/2016,3-2,"['2-3', '3-2', '3-0', '2-3', '3-0']",3,2,13,8
Honey Badger SC 1,Twister 1,HK Squash Centre (HKSC),3,18/10/2016,4-1,"['3-2', '3-1', '3-0', '3-1', '2-3']",4,1,14,7
DG Audio,Star River 1,Java Road (JRSC),3,18/10/2016,2-3,"['0-3', '3-2', '1-3', '1-3', '3-0']",2,3,8,11
Revolution,Hong Kong Cricket Club 4,HK Squash Centre (HKSC),3,18/10/2016,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Head Shatin 4,Hong Kong Football Club 9,Cornwall Street (CSPSC),3,18/10/2016,2-3,"['0-3', '3-2', '2-3', '3-0', '1-3']",2,3,9,11
Head Shatin 4,Revolution,Cornwall Street (CSPSC),4,25/10/2016,4-1,"['1-3', '3-0', '3-0', '3-0', '3-0']",4,1,13,3
DG Audio,Twister 1,Java Road (JRSC),4,25/10/2016,2-3,"['3-2', '0-3', '2-3', '0-3', '3-0']",2,3,8,11
Hong Kong Cricket Club 4,Honey Badger SC 1,Hong Kong Cricket Club (HKCC),4,25/10/2016,2-3,"['3-1', '3-1', '2-3', '0-3', '0-3']",2,3,8,11
Hong Kong Football Club 9,Star River 1,Hong Kong Football Club (HKFC),4,25/10/2016,4-1,"['3-1', '3-0', '1-3', '3-2', '3-0']",4,1,13,6
Honey Badger SC 1,Head Shatin 4,HK Squash Centre (HKSC),5,01/11/2016,3-2,"['3-0', '3-2', '2-3', '3-0', '2-3']",3,2,13,8
Hong Kong Football Club 9,Revolution,Hong Kong Football Club (HKFC),5,01/11/2016,4-1,"['1-3', '3-2', '3-0', '3-2', '3-0']",4,1,13,7
Star River 1,Twister 1,Cornwall Street (CSPSC),5,01/11/2016,4-1,"['3-1', '3-0', '1-3', '3-2', '3-1']",4,1,13,7
Hong Kong Cricket Club 4,DG Audio,Hong Kong Cricket Club (HKCC),5,01/11/2016,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Head Shatin 4,DG Audio,Cornwall Street (CSPSC),6,08/11/2016,3-2,"['3-1', '3-0', '3-1', '0-3', '1-3']",3,2,10,8
Hong Kong Football Club 9,Twister 1,Hong Kong Football Club (HKFC),6,08/11/2016,2-3,"['3-0', '0-3', '3-1', '2-3', '0-3']",2,3,8,10
Revolution,Honey Badger SC 1,HK Squash Centre (HKSC),6,08/11/2016,0-5,"['0-3', '2-3', '0-3', '1-3', '1-3']",0,5,4,15
Hong Kong Cricket Club 4,Star River 1,Hong Kong Cricket Club (HKCC),6,08/11/2016,4-1,"['3-2', '3-2', '3-1', '0-3', '3-0']",4,1,12,8
Honey Badger SC 1,Hong Kong Football Club 9,HK Squash Centre (HKSC),7,15/11/2016,3-2,"['2-3', '3-1', '3-0', '3-1', '0-3']",3,2,11,8
Star River 1,Head Shatin 4,Cornwall Street (CSPSC),7,15/11/2016,3-2,"['3-0', '3-0', '3-0', '2-3', '0-3']",3,2,11,6
Revolution,DG Audio,HK Squash Centre (HKSC),7,15/11/2016,3-2,"['3-0', '3-0', '1-3', '0-3', '3-1']",3,2,10,7
Twister 1,Hong Kong Cricket Club 4,Cornwall Street (CSPSC),7,15/11/2016,4-1,"['0-3', '3-2', '3-2', '3-0', '3-2']",4,1,12,9
Hong Kong Football Club 9,Hong Kong Cricket Club 4,Hong Kong Football Club (HKFC),8,22/11/2016,1-4,"['2-3', '1-3', '0-3', '0-3', '3-0']",1,4,6,12
Star River 1,Revolution,Cornwall Street (CSPSC),8,22/11/2016,2-3,"['2-3', '0-3', '3-0', '3-0', '0-3']",2,3,8,9
Twister 1,Head Shatin 4,Cornwall Street (CSPSC),8,22/11/2016,2-3,"['1-3', '2-3', '2-3', '3-2', '3-2']",2,3,11,13
DG Audio,Honey Badger SC 1,Java Road (JRSC),8,22/11/2016,1-4,"['2-3', '0-3', '1-3', '1-3', '3-0']",1,4,7,12
Head Shatin 4,Hong Kong Cricket Club 4,Cornwall Street (CSPSC),9,29/11/2016,2-3,"['0-3', '0-3', '3-1', '0-3', '3-0']",2,3,6,10
Revolution,Twister 1,HK Squash Centre (HKSC),9,29/11/2016,1-4,"['0-3', '3-1', '1-3', '2-3', '0-3']",1,4,6,13
Honey Badger SC 1,Star River 1,HK Squash Centre (HKSC),9,29/11/2016,5-0,"['3-1', '3-1', '3-2', '3-1', '3-1']",5,0,15,6
