Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Football Club 13,Perrier KCC 8,Hong Kong Football Club (HKFC),1,05/10/2016,2-3,"['0-3', '0-3', '3-0', '2-3', '3-1']",2,3,8,10
The Squash Club 3,KTSC,Kwun Chung (KCSC),1,05/10/2016,3-2,"['2-3', '0-3', '3-1', '3-0', '3-0']",3,2,11,7
South China Athletic Association,Visions,South China Athletic Assocation (SCAA),1,05/10/2016,4-1,"['2-3', '3-0', 'WO', '3-0', '3-0']",4,1,14,3
Honey Badger SC 2,Honey Badger SC 3,HK Squash Centre (HKSC),1,05/10/2016,4-1,"['3-1', '2-3', '3-0', '3-0', '3-1']",4,1,14,5
Star River 2,SQUASHED BALLS,Cornwall Street (CSPSC),1,05/10/2016,0-5,"['0-3', '2-3', '0-3', '0-3', '1-3']",0,5,3,15
SQUASHED BALLS,The Squash Club 3,HK Squash Centre (HKSC),2,12/10/2016,3-2,"['3-1', '0-3', '3-0', '2-3', '3-0']",3,2,11,7
KTSC,Hong Kong Football Club 13,Cornwall Street (CSPSC),2,12/10/2016,3-2,"['3-0', '3-0', '2-3', '2-3', '3-2']",3,2,13,8
Honey Badger SC 3,South China Athletic Association,HK Squash Centre (HKSC),2,12/10/2016,2-3,"['0-3', '0-3', '0-3', '3-0', 'WO']",2,3,3,12
Visions,Star River 2,Java Road (JRSC),2,12/10/2016,0-5,"['0-3', '0-3', '1-3', '1-3', '0-3']",0,5,2,15
Perrier KCC 8,i-MASK Advance Squash Club 10,Kowloon Cricket Club (KCC),2,12/10/2016,3-2,"['3-1', '2-3', '3-1', '2-3', '3-0']",3,2,13,8
The Squash Club 3,i-MASK Advance Squash Club 10,Kwun Chung (KCSC),3,26/10/2016,3-2,"['3-1', '1-3', '1-3', '3-0', '3-1']",3,2,11,8
South China Athletic Association,KTSC,South China Athletic Assocation (SCAA),3,26/10/2016,3-2,"['0-3', '3-0', '3-0', '3-0', '1-3']",3,2,10,6
Honey Badger SC 3,Visions,HK Squash Centre (HKSC),3,26/10/2016,1-4,"['2-3', '2-3', '3-2', '1-3', '0-3']",1,4,8,14
Honey Badger SC 2,SQUASHED BALLS,HK Squash Centre (HKSC),3,26/10/2016,1-4,"['2-3', '0-3', '3-1', '0-3', '1-3']",1,4,6,13
Star River 2,Perrier KCC 8,Cornwall Street (CSPSC),3,26/10/2016,1-4,"['0-3', '3-2', '0-3', '0-3', '0-3']",1,4,3,14
Hong Kong Football Club 13,The Squash Club 3,Hong Kong Football Club (HKFC),4,02/11/2016,4-1,"['3-0', '3-2', '3-0', '3-0', '0-3']",4,1,12,5
KTSC,Honey Badger SC 2,Cornwall Street (CSPSC),4,02/11/2016,2-3,"['0-3', '3-0', '2-3', '0-3', '3-2']",2,3,8,11
SQUASHED BALLS,Honey Badger SC 3,HK Squash Centre (HKSC),4,02/11/2016,5-0,"['3-0', '3-0', '3-2', '3-0', '3-0']",5,0,15,2
i-MASK Advance Squash Club 10,Star River 2,Cornwall Street (CSPSC),4,02/11/2016,3-2,"['3-0', '0-3', '3-0', '3-0', '0-3']",3,2,9,6
Perrier KCC 8,South China Athletic Association,Kowloon Cricket Club (KCC),4,02/11/2016,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2
Perrier KCC 8,Honey Badger SC 2,Kowloon Cricket Club (KCC),5,09/11/2016,2-3,"['3-0', '2-3', '3-1', '2-3', '2-3']",2,3,12,10
Honey Badger SC 3,KTSC,HK Squash Centre (HKSC),5,09/11/2016,3-2,"['0-3', '3-2', '0-3', '3-2', '3-0']",3,2,9,10
Star River 2,Hong Kong Football Club 13,Cornwall Street (CSPSC),5,09/11/2016,1-4,"['3-2', '0-3', '1-3', '1-3', '2-3']",1,4,7,14
Visions,SQUASHED BALLS,Java Road (JRSC),5,09/11/2016,0-5,"['0-3', '0-3', '0-3', '1-3', '0-3']",0,5,1,15
