Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Head Shatin 2,Island Squash Racquet Club,Cornwall Street (CSPSC),1,05/10/2016,4-1,"['3-1', '3-1', '3-2', '1-3', '3-1']",4,1,13,8
Runners,Razor 2,Kwun Chung (KCSC),1,05/10/2016,0-5,"['0-3', '0-3', '1-3', '0-3', '2-3']",0,5,3,15
Friend Club 3,i-MASK Advance Squash Club 3,Pei Ho Street (PHSSC),1,05/10/2016,2-3,"['3-0', '1-3', '0-3', '0-3', '3-0']",2,3,7,9
Hong Kong Football Club 6A,Hong Kong Football Club 6B,Hong Kong Football Club (HKFC),1,05/10/2016,2-3,"['0-3', '3-1', '3-0', '1-3', '1-3']",2,3,8,10
GS 1,Perrier KCC 5,Java Road (JRSC),1,05/10/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-2']",5,0,15,2
Perrier KCC 5,Head Shatin 2,Kowloon Cricket Club (KCC),2,12/10/2016,1-4,"['0-3', '0-3', '3-0', '0-3', '1-3']",1,4,4,12
Runners,Hong Kong Football Club 6A,Kwun Chung (KCSC),2,12/10/2016,2-3,"['2-3', '0-3', '3-2', '3-0', '1-3']",2,3,9,11
i-MASK Advance Squash Club 3,GS 1,Cornwall Street (CSPSC),2,12/10/2016,2-3,"['2-3', '1-3', '3-2', '0-3', '3-2']",2,3,9,13
Island Squash Racquet Club,Hong Kong Cricket Club 2,HK Squash Centre (HKSC),2,12/10/2016,2-3,"['3-1', '0-3', '3-1', 'WO', 'WO']",2,3,6,11
Razor 2,Friend Club 3,Cornwall Street (CSPSC),2,12/10/2016,5-0,"['3-1', '3-0', '3-1', '3-2', '3-0']",5,0,15,4
Friend Club 3,Island Squash Racquet Club,Pei Ho Street (PHSSC),3,26/10/2016,2-3,"['3-2', '0-3', '0-3', '1-3', '3-1']",2,3,7,12
