Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Perrier KCC L2,Polladies,Kowloon Cricket Club (KCC),1,04/10/2016,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Hong Kong Football Club L2A,Hong Kong Football Club L2B,Hong Kong Football Club (HKFC),1,04/10/2016,2-2,"['1-3', '0-3', '3-0', '3-0']",2,2,7,6
Hong Kong Cricket Club L2A,Hong Kong Cricket Club L2B,Hong Kong Cricket Club (HKCC),1,04/10/2016,1-3,"['0-3', '2-3', '0-3', '3-0']",1,3,5,9
Polladies,Hong Kong Cricket Club L2A,Police Sports & Recreation Club (PSRC),2,11/10/2016,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Hong Kong Cricket Club L2B,Perrier KCC L2,Hong Kong Cricket Club (HKCC),2,11/10/2016,2-2,"['3-0', '3-1', '1-3', '0-3']",2,2,7,7
Hong Kong Football Club L2C,Hong Kong Football Club L2A,Hong Kong Football Club (HKFC),2,11/10/2016,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Hong Kong Football Club L2B,Hong Kong Football Club L2C,Hong Kong Football Club (HKFC),3,18/10/2016,4-0,"['3-1', '3-1', '3-1', '3-0']",4,0,12,3
Hong Kong Cricket Club L2B,Polladies,Hong Kong Cricket Club (HKCC),3,18/10/2016,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Perrier KCC L2,Hong Kong Football Club L2A,Kowloon Cricket Club (KCC),3,18/10/2016,2-2,"['0-3', '3-2', '3-1', '1-3']",2,2,7,9
Hong Kong Football Club L2A,Hong Kong Cricket Club L2B,Hong Kong Football Club (HKFC),4,25/10/2016,2-2,"['3-2', '1-3', '2-3', '3-1']",2,2,9,9
Hong Kong Cricket Club L2A,Hong Kong Football Club L2B,Hong Kong Cricket Club (HKCC),4,25/10/2016,4-0,"['3-1', '3-0', '3-0', '3-0']",4,0,12,1
Polladies,Hong Kong Football Club L2C,Police Sports & Recreation Club (PSRC),4,25/10/2016,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Hong Kong Football Club L2C,Hong Kong Cricket Club L2A,Hong Kong Football Club (HKFC),5,01/11/2016,2-2,"['3-0', '2-3', '3-1', '0-3']",2,2,8,7
Polladies,Hong Kong Football Club L2A,Police Sports & Recreation Club (PSRC),5,01/11/2016,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Hong Kong Football Club L2B,Perrier KCC L2,Hong Kong Football Club (HKFC),5,01/11/2016,1-3,"['3-0', '1-3', '0-3', '0-3']",1,3,4,9
Hong Kong Football Club L2A,Hong Kong Cricket Club L2A,Hong Kong Football Club (HKFC),6,08/11/2016,4-0,"['3-0', '3-1', '3-1', '3-1']",4,0,12,3
Perrier KCC L2,Hong Kong Football Club L2C,Kowloon Cricket Club (KCC),6,08/11/2016,4-0,"['3-1', '3-0', '3-0', '3-0']",4,0,12,1
Hong Kong Cricket Club L2B,Hong Kong Football Club L2B,Hong Kong Cricket Club (HKCC),6,08/11/2016,3-1,"['0-3', '3-0', '3-0', '3-0']",3,1,9,3
Hong Kong Football Club L2C,Hong Kong Cricket Club L2B,Hong Kong Football Club (HKFC),7,15/11/2016,1-3,"['0-3', '0-3', '3-1', '0-3']",1,3,3,10
