Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
BOSS,Twister 2,Cornwall Street (CSPSC),1,05/10/2016,2-3,"['0-3', '1-3', '3-0', '3-2', '1-3']",2,3,8,11
Flash 1,Hong Kong Football Club 11,Pei Ho Street (PHSSC),1,05/10/2016,0-5,"['1-3', '0-3', '0-3', '1-3', '0-3']",0,5,2,15
i-MASK Advance Squash Club 8,PCCW,Cornwall Street (CSPSC),1,05/10/2016,3-2,"['2-3', '1-3', '3-0', '3-0', '3-0']",3,2,12,6
Kinetic 3,Unique Squash 1,HK Squash Centre (HKSC),1,05/10/2016,4-1,"['3-0', '3-0', '3-0', '3-0', '2-3']",4,1,14,3
Tuen Mun Squash Club 1,Hong Kong Cricket Club 5,Yuen Long Jockey Club (YLJCSC),1,05/10/2016,4-1,"['3-0', '3-0', '2-3', '3-2', 'WO']",4,1,14,5
Hong Kong Football Club 11,BOSS,Hong Kong Football Club (HKFC),2,12/10/2016,4-1,"['3-0', '3-1', '3-0', '3-1', '0-3']",4,1,12,5
i-MASK Advance Squash Club 8,Unique Squash 1,Cornwall Street (CSPSC),2,12/10/2016,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Kinetic 3,Flash 1,HK Squash Centre (HKSC),2,12/10/2016,2-3,"['1-3', '2-3', '3-0', '3-0', '0-3']",2,3,9,9
Hong Kong Cricket Club 5,Twister 2,Hong Kong Cricket Club (HKCC),2,12/10/2016,2-3,"['3-0', '0-3', '0-3', '3-2', '2-3']",2,3,8,11
PCCW,Tuen Mun Squash Club 1,HK Squash Centre (HKSC),2,12/10/2016,0-5,"['2-3', '0-3', '1-3', '0-3', '0-3']",0,5,3,15
Flash 1,PCCW,Pei Ho Street (PHSSC),3,26/10/2016,3-2,"['3-0', '1-3', '1-3', '3-2', '3-2']",3,2,11,10
Kinetic 3,Hong Kong Cricket Club 5,HK Squash Centre (HKSC),3,26/10/2016,4-1,"['1-3', '3-2', '3-2', '3-0', '3-0']",4,1,13,7
Twister 2,Hong Kong Football Club 11,Cornwall Street (CSPSC),3,26/10/2016,2-3,"['0-3', '0-3', '3-0', '3-1', '0-3']",2,3,6,10
Unique Squash 1,Tuen Mun Squash Club 1,HK Squash Centre (HKSC),3,26/10/2016,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
i-MASK Advance Squash Club 8,BOSS,Cornwall Street (CSPSC),3,26/10/2016,3-2,"['3-1', '3-0', '2-3', '3-2', '0-3']",3,2,11,9
Flash 1,Unique Squash 1,Pei Ho Street (PHSSC),4,02/11/2016,5-0,"['3-0', '3-1', '3-0', '3-1', 'WO']",5,0,15,2
i-MASK Advance Squash Club 8,Hong Kong Cricket Club 5,Cornwall Street (CSPSC),4,02/11/2016,3-2,"['1-3', '3-0', '3-2', '3-0', '2-3']",3,2,12,8
Hong Kong Football Club 11,Tuen Mun Squash Club 1,Hong Kong Football Club (HKFC),4,02/11/2016,2-3,"['3-0', '2-3', '2-3', '3-0', '0-3']",2,3,10,9
Kinetic 3,Twister 2,HK Squash Centre (HKSC),4,02/11/2016,2-3,"['0-3', '3-1', '3-0', '1-3', '1-3']",2,3,8,10
BOSS,PCCW,Cornwall Street (CSPSC),4,02/11/2016,3-2,"['3-1', '0-3', '2-3', '3-0', '3-0']",3,2,11,7
BOSS,Tuen Mun Squash Club 1,Cornwall Street (CSPSC),5,09/11/2016,1-4,"['1-3', '0-3', '1-3', '3-0', '0-3']",1,4,5,12
Unique Squash 1,Hong Kong Football Club 11,HK Squash Centre (HKSC),5,09/11/2016,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
