Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Yuen Long Squash Club,Friend Club 4,Yau Oi (YOSC),1,07/10/2016,4-1,"['3-1', '3-1', '3-0', '3-0', '0-3']",4,1,12,5
Tomcat,Kinetic 2,Cornwall Street (CSPSC),1,07/10/2016,3-2,"['3-0', '3-2', '3-0', '0-3', '2-3']",3,2,11,8
Phresh 2,Razor 3,Pei Ho Street (PHSSC),1,07/10/2016,0-5,"['1-3', '1-3', '2-3', '1-3', '0-3']",0,5,5,15
Phresh 2,Tomcat,Pei Ho Street (PHSSC),2,14/10/2016,3-2,"['0-3', '3-2', '0-3', '3-1', '3-1']",3,2,9,10
i-MASK Advance Squash Club 5,Razor 3,Cornwall Street (CSPSC),2,14/10/2016,3-2,"['3-0', '3-1', '0-3', '0-3', '3-0']",3,2,9,7
Kinetic 2,Yuen Long Squash Club,Kwun Chung (KCSC),2,14/10/2016,1-4,"['1-3', '3-1', '2-3', '0-3', '0-3']",1,4,6,13
Razor 3,Tomcat,Cornwall Street (CSPSC),3,28/10/2016,2-3,"['2-3', '3-0', '3-0', '1-3', '0-3']",2,3,9,9
Phresh 2,Friend Club 4,Pei Ho Street (PHSSC),3,28/10/2016,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4,1,12,3
i-MASK Advance Squash Club 5,Yuen Long Squash Club,Cornwall Street (CSPSC),3,28/10/2016,3-2,"['3-1', '0-3', '0-3', '3-1', '3-0']",3,2,9,8
Kinetic 2,Phresh 2,Kwun Chung (KCSC),4,04/11/2016,3-2,"['3-2', '3-0', '3-1', '0-3', '0-3']",3,2,9,9
Friend Club 4,i-MASK Advance Squash Club 5,Cornwall Street (CSPSC),4,04/11/2016,1-4,"['0-3', '0-3', '0-3', '3-2', '0-3']",1,4,3,14
Yuen Long Squash Club,Razor 3,Yau Oi (YOSC),4,04/11/2016,1-4,"['3-0', '0-3', '2-3', '0-3', '0-3']",1,4,5,12
Yuen Long Squash Club,Tomcat,Yau Oi (YOSC),5,11/11/2016,4-1,"['3-2', '2-3', '3-2', '3-0', '3-0']",4,1,14,7
Razor 3,Friend Club 4,Cornwall Street (CSPSC),5,11/11/2016,2-3,"['0-3', '3-0', '3-0', '1-3', '0-3']",2,3,7,9
i-MASK Advance Squash Club 5,Kinetic 2,Cornwall Street (CSPSC),5,11/11/2016,5-0,"['3-0', '3-1', '3-0', '3-1', '3-1']",5,0,15,3
Friend Club 4,Tomcat,Cornwall Street (CSPSC),6,18/11/2016,1-4,"['0-3', '1-3', '0-3', '0-3', '3-0']",1,4,4,12
i-MASK Advance Squash Club 5,Phresh 2,Cornwall Street (CSPSC),6,18/11/2016,5-0,"['3-0', '3-0', '3-2', '3-0', '3-0']",5,0,15,2
Kinetic 2,Razor 3,Kwun Chung (KCSC),6,18/11/2016,1-4,"['0-3', '0-3', '0-3', '2-3', '3-0']",1,4,5,12
Friend Club 4,Yuen Long Squash Club,Cornwall Street (CSPSC),7,25/11/2016,1-4,"['1-3', '0-3', '0-3', '0-3', '3-0']",1,4,4,12
Razor 3,Phresh 2,Cornwall Street (CSPSC),7,25/11/2016,2-3,"['3-0', '3-1', '2-3', '2-3', '2-3']",2,3,12,10
Kinetic 2,Tomcat,Kwun Chung (KCSC),7,25/11/2016,1-4,"['0-3', '3-0', '0-3', '0-3', '0-3']",1,4,3,12
Yuen Long Squash Club,Kinetic 2,Yau Oi (YOSC),8,02/12/2016,1-4,"['3-0', '0-3', '0-3', '1-3', '0-3']",1,4,4,12
Tomcat,Phresh 2,Cornwall Street (CSPSC),8,02/12/2016,3-2,"['3-0', '3-2', '3-1', '1-3', '0-3']",3,2,10,9
Razor 3,i-MASK Advance Squash Club 5,Cornwall Street (CSPSC),8,02/12/2016,3-2,"['3-1', '0-3', '3-1', '3-1', '1-3']",3,2,10,9
Kinetic 2,Friend Club 4,Kwun Chung (KCSC),9,09/12/2016,3-2,"['0-3', '3-0', '3-1', '3-1', '0-3']",3,2,9,8
i-MASK Advance Squash Club 5,Tomcat,Cornwall Street (CSPSC),9,09/12/2016,3-2,"['3-0', '3-0', '0-3', '2-3', '3-0']",3,2,11,6
Phresh 2,Yuen Long Squash Club,Pei Ho Street (PHSSC),9,09/12/2016,3-2,"['0-3', '1-3', '3-1', '3-0', '3-0']",3,2,10,7
Tomcat,Razor 3,Cornwall Street (CSPSC),10,16/12/2016,1-4,"['2-3', '3-2', '0-3', '0-3', '0-3']",1,4,5,14
Friend Club 4,Phresh 2,Cornwall Street (CSPSC),10,16/12/2016,2-3,"['3-1', '0-3', '0-3', '1-3', '3-0']",2,3,7,10
Yuen Long Squash Club,i-MASK Advance Squash Club 5,Yau Oi (YOSC),10,16/12/2016,4-1,"['3-1', '3-0', '0-3', '3-0', '3-0']",4,1,12,4
i-MASK Advance Squash Club 5,Friend Club 4,Cornwall Street (CSPSC),11,06/01/2017,4-1,"['3-0', '3-0', '2-3', '3-2', '3-0']",4,1,14,5
Razor 3,Yuen Long Squash Club,Yau Oi (YOSC),11,06/01/2017,4-1,"['3-0', '3-2', '3-0', '3-1', '0-3']",4,1,12,6
Phresh 2,Kinetic 2,Pei Ho Street (PHSSC),11,06/01/2017,3-2,"['0-3', '2-3', '3-2', '3-0', '3-0']",3,2,11,8
Yuen Long Squash Club,Tomcat,Yau Oi (YOSC),12,13/01/2017,4-1,"['3-2', '1-3', '3-0', '3-2', '3-0']",4,1,13,7
Kinetic 2,i-MASK Advance Squash Club 5,Kwun Chung (KCSC),12,13/01/2017,1-4,"['0-3', '2-3', '0-3', '3-0', '1-3']",1,4,6,12
Friend Club 4,Razor 3,Cornwall Street (CSPSC),12,13/01/2017,1-4,"['1-3', '0-3', '1-3', '1-3', '3-1']",1,4,6,13
Phresh 2,i-MASK Advance Squash Club 5,Pei Ho Street (PHSSC),13,20/01/2017,1-4,"['0-3', '0-3', '1-3', '3-0', '0-3']",1,4,4,12
Tomcat,Friend Club 4,Cornwall Street (CSPSC),13,20/01/2017,3-2,"['3-1', '3-0', '3-1', '0-3', '0-3']",3,2,9,8
Razor 3,Kinetic 2,Cornwall Street (CSPSC),13,20/01/2017,4-1,"['3-1', '3-1', '3-1', '3-2', '1-3']",4,1,13,8
Tomcat,Kinetic 2,Cornwall Street (CSPSC),14,10/02/2017,4-1,"['3-1', '3-0', '3-0', '3-0', '0-3']",4,1,12,4
Razor 3,Phresh 2,Cornwall Street (CSPSC),14,10/02/2017,4-1,"['3-0', '3-1', '3-2', '3-2', '2-3']",4,1,14,8
Friend Club 4,Yuen Long Squash Club,Cornwall Street (CSPSC),14,10/02/2017,2-3,"['0-3', '2-3', '0-3', '3-0', '3-0']",2,3,8,9
Phresh 2,Tomcat,Pei Ho Street (PHSSC),15,17/02/2017,3-2,"['0-3', '2-3', '3-1', '3-0', '3-1']",3,2,11,8
i-MASK Advance Squash Club 5,Razor 3,Cornwall Street (CSPSC),15,17/02/2017,3-2,"['3-2', '0-3', '3-2', '0-3', '3-2']",3,2,9,12
Kinetic 2,Yuen Long Squash Club,Kwun Chung (KCSC),15,17/02/2017,5-0,"['3-1', '3-0', '3-1', '3-0', '3-1']",5,0,15,3
Yuen Long Squash Club,Phresh 2,Yau Oi (YOSC),16,24/02/2017,4-1,"['3-0', '3-1', '1-3', '3-0', 'WO']",4,1,13,4
Tomcat,i-MASK Advance Squash Club 5,Cornwall Street (CSPSC),16,24/02/2017,0-5,"['1-3', '0-3', '2-3', '0-3', '2-3']",0,5,5,15
Friend Club 4,Kinetic 2,Cornwall Street (CSPSC),16,24/02/2017,2-3,"['3-0', '1-3', '2-3', '3-0', '0-3']",2,3,9,9
i-MASK Advance Squash Club 5,Yuen Long Squash Club,Cornwall Street (CSPSC),17,03/03/2017,4-1,"['1-3', '3-0', '3-0', '3-0', '3-1']",4,1,13,4
Razor 3,Tomcat,Cornwall Street (CSPSC),17,03/03/2017,5-0,"['3-1', '3-1', '3-0', '3-0', '3-0']",5,0,15,2
Friend Club 4,Phresh 2,Cornwall Street (CSPSC),17,03/03/2017,2-3,"['3-0', '0-3', '0-3', '0-3', '3-1']",2,3,6,10
Razor 3,Yuen Long Squash Club,Cornwall Street (CSPSC),18,10/03/2017,3-2,"['0-3', '3-1', '0-3', '3-0', '3-0']",3,2,9,7
Kinetic 2,Phresh 2,Kwun Chung (KCSC),18,10/03/2017,2-3,"['3-0', '0-3', '1-3', '3-0', '2-3']",2,3,9,9
Friend Club 4,i-MASK Advance Squash Club 5,Cornwall Street (CSPSC),18,10/03/2017,1-4,"['1-3', '0-3', '0-3', '3-2', '0-3']",1,4,4,14
Tomcat,Yuen Long Squash Club,Cornwall Street (CSPSC),19,17/03/2017,1-4,"['1-3', '0-3', '0-3', '0-3', '3-0']",1,4,4,12
Razor 3,Friend Club 4,Cornwall Street (CSPSC),19,17/03/2017,1-4,"['0-3', '3-0', '1-3', '0-3', '0-3']",1,4,4,12
i-MASK Advance Squash Club 5,Kinetic 2,Cornwall Street (CSPSC),19,17/03/2017,4-1,"['3-0', '1-3', '3-0', '3-0', 'WO']",4,1,13,3
Kinetic 2,Razor 3,Kwun Chung (KCSC),20,24/03/2017,1-4,"['1-3', '0-3', '1-3', '1-3', '3-0']",1,4,6,12
Friend Club 4,Tomcat,Cornwall Street (CSPSC),20,24/03/2017,4-1,"['3-0', '1-3', '3-1', '3-0', '3-0']",4,1,13,4
Phresh 2,i-MASK Advance Squash Club 5,Pei Ho Street (PHSSC),20,24/03/2017,1-4,"['1-3', '1-3', '0-3', '0-3', '3-2']",1,4,5,14
Tomcat,i-MASK Advance Squash Club 5,Cornwall Street (CSPSC),21,31/03/2017,0-5,"['2-3', '0-3', '0-3', '0-3', '0-3']",0,5,2,15
Phresh 2,Yuen Long Squash Club,Pei Ho Street (PHSSC),21,31/03/2017,3-2,"['0-3', '0-3', '3-0', '3-0', '3-0']",3,2,9,6
Friend Club 4,Kinetic 2,Cornwall Street (CSPSC),21,31/03/2017,2-3,"['3-1', '2-3', '0-3', '1-3', '3-0']",2,3,9,10
