Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Relay 2,Yuen Long Jr 4,Sir Denys Roberts (SDRSC),1,08/10/2016,4-1,"['3-0', '2-3', '3-1', '3-1', '3-0']",4,1,14,5
KWTDSC 4,Sprouts,Cornwall Street (CSPSC),1,08/10/2016,3-2,"['2-3', '3-0', '1-3', '3-1', '3-0']",3,2,12,7
TPSG,GS 4,Cornwall Street (CSPSC),1,08/10/2016,4-1,"['3-1', '3-1', '3-0', '0-3', '3-0']",4,1,12,5
Sprouts,i-MASK Advance Squash Club 14,Kwun Chung (KCSC),2,15/10/2016,2-3,"['3-1', '0-3', '0-3', '0-3', '3-0']",2,3,6,10
TPSG,Yuen Long Jr 4,Cornwall Street (CSPSC),2,15/10/2016,5-0,"['3-0', '3-1', '3-1', '3-2', '3-0']",5,0,15,4
GS 4,KWTDSC 4,Cornwall Street (CSPSC),2,15/10/2016,1-4,"['0-3', '0-3', '3-2', '2-3', '1-3']",1,4,6,14
TPSG,Sprouts,Cornwall Street (CSPSC),3,22/10/2016,2-3,"['3-0', '0-3', '3-0', '2-3', '0-3']",2,3,8,9
i-MASK Advance Squash Club 14,KWTDSC 4,Cornwall Street (CSPSC),3,22/10/2016,1-4,"['2-3', '0-3', '0-3', '3-0', '0-3']",1,4,5,12
GS 4,Relay 2,Cornwall Street (CSPSC),3,22/10/2016,2-3,"['1-3', '3-0', '0-3', '0-3', '3-0']",2,3,7,9
GS 4,Yuen Long Jr 4,Cornwall Street (CSPSC),4,29/10/2016,2-3,"['3-0', '3-1', '0-3', '0-3', '1-3']",2,3,7,10
Relay 2,Sprouts,Sir Denys Roberts (SDRSC),4,29/10/2016,1-4,"['0-3', '0-3', '3-2', '0-3', 'WO']",1,4,3,14
TPSG,i-MASK Advance Squash Club 14,Cornwall Street (CSPSC),4,29/10/2016,2-3,"['3-0', '3-0', '0-3', '1-3', '0-3']",2,3,7,9
