Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Friend Club 8,KYS 1,Pei Ho Street (PHSSC),1,07/10/2016,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Novice,Fung King 3,Cornwall Street (CSPSC),1,07/10/2016,3-2,"['2-3', '3-1', '0-3', '3-0', '3-0']",3,2,11,7
South Kwai Chung Squash Club 2,Citra Squash Team,Harbour Road (HRSC),1,07/10/2016,5-0,"['3-0', '3-0', '3-2', '3-1', 'WO']",5,0,15,3
Head Shatin 6,Dragonfly,Cornwall Street (CSPSC),1,07/10/2016,2-3,"['0-3', '0-3', '1-3', '3-0', '3-0']",2,3,7,9
Novice,Head Shatin 6,Cornwall Street (CSPSC),2,14/10/2016,2-3,"['3-0', '0-3', '0-3', '3-1', '0-3']",2,3,6,10
South Kwai Chung Squash Club 2,Dragonfly,Harbour Road (HRSC),2,14/10/2016,2-3,"['3-2', '0-3', '3-2', '1-3', '1-3']",2,3,8,13
i-MASK Advance Squash Club 12,Friend Club 8,Cornwall Street (CSPSC),2,14/10/2016,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2
KYS 1,Fung King 3,HK Squash Centre (HKSC),2,14/10/2016,4-1,"['1-3', '3-0', '3-0', '3-2', 'WO']",4,1,13,5
Citra Squash Team,Novice,Kwun Chung (KCSC),3,28/10/2016,4-1,"['0-3', '3-0', '3-0', '3-1', '3-0']",4,1,12,4
KYS 1,South Kwai Chung Squash Club 2,HK Squash Centre (HKSC),3,28/10/2016,5-0,"['3-0', '3-1', '3-0', '3-0', 'WO']",5,0,15,1
Friend Club 8,Fung King 3,Pei Ho Street (PHSSC),3,28/10/2016,1-4,"['0-3', '3-0', '0-3', '0-3', '0-3']",1,4,3,12
i-MASK Advance Squash Club 12,Head Shatin 6,Cornwall Street (CSPSC),3,28/10/2016,2-3,"['3-0', '3-1', '0-3', '0-3', '0-3']",2,3,6,10
Citra Squash Team,KYS 1,Kwun Chung (KCSC),4,04/11/2016,2-3,"['0-3', '1-3', '3-1', '3-1', '1-3']",2,3,8,11
South Kwai Chung Squash Club 2,i-MASK Advance Squash Club 12,Harbour Road (HRSC),4,04/11/2016,0-5,"['0-3', '1-3', '1-3', '0-3', '0-3']",0,5,2,15
Dragonfly,Novice,Wai Tsuen (WTSC),4,04/11/2016,4-1,"['3-1', '3-0', '0-3', '3-1', '3-2']",4,1,12,7
Head Shatin 6,Friend Club 8,Cornwall Street (CSPSC),4,04/11/2016,4-1,"['3-0', '3-2', '3-0', '3-0', '1-3']",4,1,13,5
Friend Club 8,South Kwai Chung Squash Club 2,Pei Ho Street (PHSSC),5,11/11/2016,2-3,"['0-3', '0-3', '0-3', '3-1', '3-0']",2,3,6,10
Fung King 3,Head Shatin 6,Wai Tsuen (WTSC),5,11/11/2016,0-5,"['0-3', '0-3', '1-3', '0-3', '0-3']",0,5,1,15
i-MASK Advance Squash Club 12,Citra Squash Team,Cornwall Street (CSPSC),5,11/11/2016,4-1,"['3-1', '0-3', '3-2', '3-1', '3-0']",4,1,12,7
KYS 1,Dragonfly,HK Squash Centre (HKSC),5,11/11/2016,2-3,"['3-0', '0-3', '0-3', '1-3', '3-0']",2,3,7,9
Novice,KYS 1,Cornwall Street (CSPSC),6,18/11/2016,1-4,"['0-3', '0-3', '1-3', '3-0', '0-3']",1,4,4,12
Dragonfly,i-MASK Advance Squash Club 12,Wai Tsuen (WTSC),6,18/11/2016,3-2,"['0-3', '0-3', '3-0', '3-1', '3-1']",3,2,9,8
Citra Squash Team,Friend Club 8,Kwun Chung (KCSC),6,18/11/2016,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
South Kwai Chung Squash Club 2,Fung King 3,Harbour Road (HRSC),6,18/11/2016,4-1,"['3-0', '3-2', '2-3', '3-1', '3-0']",4,1,14,6
Fung King 3,Citra Squash Team,Wai Tsuen (WTSC),7,25/11/2016,2-3,"['1-3', '1-3', '1-3', '3-2', '3-1']",2,3,9,12
i-MASK Advance Squash Club 12,Novice,Cornwall Street (CSPSC),7,25/11/2016,5-0,"['3-2', '3-2', '3-1', '3-0', '3-0']",5,0,15,5
Friend Club 8,Dragonfly,Pei Ho Street (PHSSC),7,25/11/2016,0-5,"['2-3', '1-3', '0-3', '0-3', '0-3']",0,5,3,15
Head Shatin 6,South Kwai Chung Squash Club 2,Cornwall Street (CSPSC),7,25/11/2016,3-2,"['0-3', '0-3', '3-0', '3-0', '3-0']",3,2,9,6
Citra Squash Team,Head Shatin 6,Kwun Chung (KCSC),8,02/12/2016,3-2,"['1-3', '3-2', '3-1', '3-1', '0-3']",3,2,10,10
Dragonfly,Fung King 3,Wai Tsuen (WTSC),8,02/12/2016,4-1,"['3-0', '3-1', '3-2', '3-0', '0-3']",4,1,12,6
Novice,Friend Club 8,Cornwall Street (CSPSC),8,02/12/2016,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2
KYS 1,i-MASK Advance Squash Club 12,HK Squash Centre (HKSC),8,02/12/2016,3-2,"['2-3', '0-3', '3-0', '3-0', '3-1']",3,2,11,7
