Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Physical Chess 1,Cornwall Street Squash Centre,4.0,2.0,2.0
X-Alpha 2,Cornwall Street Squash Centre,3.3333333333333335,2.0,1.3333333333333335
Squashathon,Cornwall Street Squash Centre,3.0,2.0,1.0
Hong Kong Football Club 5B,Hong Kong Football Club,2.6666666666666665,1.75,0.9166666666666665
Uncle,Cornwall Street Squash Centre,2.6666666666666665,2.0,0.6666666666666665
Happy Squash 2,Wai Tsuen Sports Centre,2.6,2.3333333333333335,0.2666666666666666
The Squash Club 1,Cornwall Street Squash Centre,2.0,2.0,0.0
Hong Kong Football Club 5A,Hong Kong Football Club,3.6666666666666665,3.75,-0.08333333333333348
i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,1.0,1.5,-0.5
Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,2.3333333333333335,3.0,-0.6666666666666665
