Team Name,Home,Average Home Score,Average Away Score,home_away_diff
United Services Recreation Club 2,United Services Recreation Club,4.0,2.6666666666666665,1.3333333333333335
Kowloon Cricket Club 6A,Kowloon Cricket Club,3.6666666666666665,2.5,1.1666666666666665
Friend Club 3,Cornwall Street Squash Centre,2.3333333333333335,1.6666666666666667,0.6666666666666667
Hong Kong Cricket Club 4,Hong Kong Cricket Club,3.0,2.4,0.6000000000000001
Global Squash 1,HK Squash Centre,2.2,1.6666666666666667,0.5333333333333334
Kowloon Cricket Club 6B,Kowloon Cricket Club,4.5,4.0,0.5
Hong Kong Football Club 6B,Hong Kong Football Club,2.0,2.0,0.0
Social Squash Team,HK Squash Centre,0.6666666666666666,1.0,-0.33333333333333337
Hong Kong Football Club 6C,Hong Kong Football Club,2.0,2.6,-0.6000000000000001
Hong Kong Football Club 6A,Hong Kong Football Club,2.0,3.5,-1.5
