Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5
Hong Kong Football Club M1B,16,13.0,3.0,49.0,100.0,100.0,0.0,0.0,0.0,0.0
Hong Kong Football Club M1A,16,13.0,3.0,46.0,100.0,0.0,100.0,0.0,0.0,0.0
Hong Kong Cricket Club M1A,16,6.0,10.0,30.0,100.0,0.0,0.0,100.0,0.0,0.0
Hong Kong Cricket Club M1B,16,6.0,10.0,25.0,100.0,0.0,0.0,0.0,100.0,0.0
Squashathon M+,16,2.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0
