Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
TKO Junior 1,50.0,50.0,100.0,100.0,100.0,80.0
Royal Hong Kong Yacht Club Div 14,100.0,100.0,0.0,100.0,0.0,60.0
Ladies Recreation Club Div 14,100.0,100.0,0.0,100.0,-100.0,40.0
Fusion Squash Club 4,100.0,0.0,100.0,0.0,0.0,40.0
Squash-On,50.0,100.0,0.0,50.0,0.0,40.0
The Squash Club 4,0.0,0.0,0.0,0.0,0.0,0.0
8 Virtues + 1,50.0,-100.0,0.0,0.0,0.0,-10.0
Hong Kong Football Club 14,0.0,0.0,0.0,-100.0,0.0,-20.0
North District Sports Association 2,0.0,0.0,-100.0,100.0,-100.0,-20.0
RELAY 2,-50.0,-100.0,0.0,50.0,-50.0,-30.0
