Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Kwai Tsing District Squash Club L4,0.0,0.0,0.0,100.0,25.0
Hong Kong Football Club L4,0.0,0.0,-100.0,100.0,0.0
JESSICA L4,0.0,0.0,-100.0,0.0,-25.0
Hong Kong Cricket Club Rockettes,0.0,-100.0,-100.0,0.0,-50.0
