Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
Sha Tin 5,20,15.861930965482742,4.138069034517259,81.03951975987994,99.49974987493746,87.49374687343672,9.154577288644322,1.900950475237619,0.9504752376188095,0.3501750875437719,0.05002501250625312,0.10005002501250625,0.0,0.0,0.0,0.0
BOSS,20,12.67583791895948,7.32416208104052,69.4072036018009,78.08904452226113,5.252626313156578,35.26763381690846,22.311155577788895,15.257628814407203,9.404702351175589,7.553776888444222,3.451725862931466,1.3506753376688343,0.1500750375187594,0.0,0.0
Kinetic 3,20,13.579289644822412,6.420710355177588,68.11555777888944,73.7368684342171,4.902451225612806,26.463231615807903,23.761880940470235,18.609304652326163,12.556278139069535,8.15407703851926,3.7518759379689848,1.7508754377188593,0.05002501250625312,0.0,0.0
Global Squash 2,20,11.678339169584792,8.321660830415208,65.54827413706853,51.77588794397198,1.3506753376688343,12.156078039019508,17.808904452226113,20.460230115057527,18.959479739869938,15.207603801900952,8.554277138569285,4.752376188094047,0.6003001500750376,0.1500750375187594,0.0
The Squash Club 3,20,10.623811905952977,9.376188094047023,64.38169084542271,41.57078539269635,0.5002501250625313,8.704352176088044,15.507753876938468,16.858429214607305,18.309154577288645,17.55877938969485,13.256628314157078,7.403701850925462,1.6508254127063533,0.25012506253126565,0.0
Tuen Mun Squash Club,20,10.841420710355177,9.158579289644823,63.29514757378689,35.31765882941471,0.3501750875437719,6.003001500750376,12.706353176588294,16.258129064532266,19.35967983991996,19.559779889944974,15.207603801900952,8.904452226113056,1.500750375187594,0.1500750375187594,0.0
Star River 1,20,9.468234117058529,10.531765882941471,58.8824412206103,11.305652826413208,0.05002501250625312,1.500750375187594,3.5017508754377187,6.253126563281642,11.655827913956978,16.558279139569784,24.412206103051524,26.91345672836418,7.5037518759379696,1.6508254127063533,0.0
HKCC Tuesday Night Rockers,20,8.98199099549775,11.01800900450225,57.92496248124062,8.504252126063031,0.10005002501250625,0.750375187593797,2.4012006003001503,5.252626313156578,8.604302151075538,13.806903451725864,25.062531265632813,31.015507753876935,10.25512756378189,2.751375687843922,0.0
7NT,20,6.08304152076038,13.91695847923962,48.60980490245122,0.2001000500250125,0.0,0.0,0.10005002501250625,0.10005002501250625,0.3001500750375188,1.0005002501250626,4.052026013006503,10.905452726363182,45.42271135567784,32.716358179089546,5.402701350675337
i-Mask Advance Squash Club 4,20,5.781390695347674,14.218609304652325,46.45772886443221,0.0,0.0,0.0,0.0,0.0,0.5002501250625313,0.5502751375687844,2.1510755377688846,6.903451725862932,30.71535767883942,50.42521260630315,8.754377188594297
Invader Squash,20,4.424712356178089,15.57528764382191,36.33766883441721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10005002501250625,2.1510755377688846,11.905952976488244,85.84292146073037
