Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
Kowloon Cricket Club 6B,18,15.269134567283642,2.7308654327163584,78.61830915457729,100.0,90.54527263631816,9.254627313656828,0.1500750375187594,0.05002501250625312,0.0,0.0,0.0,0.0,0.0,0.0
United Services Recreation Club 2,18,12.566783391695848,5.433216608304152,69.92196098049024,99.74987493746873,9.354677338669335,81.49074537268635,7.5037518759379696,1.4007003501750876,0.1500750375187594,0.10005002501250625,0.0,0.0,0.0,0.0
Kowloon Cricket Club 6A,18,10.155577788894448,7.844422211105552,59.40220110055027,78.08904452226113,0.05002501250625312,5.302651325662831,48.674337168584294,24.062031015507753,11.255627813906953,7.003501750875437,2.7013506753376686,0.7003501750875438,0.25012506253126565,0.0
Hong Kong Cricket Club 4,18,9.702351175587793,8.297648824412207,56.7503751875938,60.530265132566285,0.05002501250625312,3.1515757878939468,23.411705852926463,33.91695847923962,18.809404702351177,11.605802901450724,5.702851425712856,2.9514757378689347,0.400200100050025,0.0
Hong Kong Football Club 6A,18,9.276138069034516,8.723861930965484,53.135067533766886,27.46373186593297,0.0,0.5002501250625313,10.355177588794398,16.60830415207604,26.263131565782892,20.910455227613806,14.807403701850925,7.903951975987994,2.6513256628314155,0.0
Hong Kong Football Club 6B,18,8.65232616308154,9.34767383691846,52.688844422211105,22.961480740370185,0.0,0.25012506253126565,7.5037518759379696,15.207603801900952,22.011005502751377,23.861930965482742,18.10905452726363,9.304652326163081,3.651825912956478,0.10005002501250625
Hong Kong Football Club 6C,18,7.195097548774387,10.804902451225612,48.89194597298649,6.3031515757878935,0.0,0.05002501250625312,1.500750375187594,4.752376188094047,9.904952476238119,16.758379189594798,24.862431215607803,29.264632316158078,12.856428214107055,0.05002501250625312
Global Squash 1,18,7.975487743871936,10.024512256128064,48.04702351175588,4.00200100050025,0.0,0.0,0.750375187593797,3.251625812906453,9.304652326163081,15.257628814407203,24.112056028014006,27.813906953476735,19.259629814907452,0.25012506253126565
Friend Club 3,18,5.95847923961981,12.041520760380191,44.019009504752376,0.9004502251125563,0.0,0.0,0.1500750375187594,0.750375187593797,2.301150575287644,4.502251125562781,9.704852426213106,22.011005502751377,59.579789894947474,1.0005002501250626
Social Squash Team,18,3.248624312156078,14.751375687843922,28.52526263131566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05002501250625312,1.3506753376688343,98.59929964982491
